"RegionType","RegionName","State","CBSA Title","SizeRankCity","SizeRankMetro","PctPriceCut","DaysOnMarket","BuyerSellerIndex","BuyerSellerIndexMetro"
"Zip","28037","NC","Charlotte-Concord-Gastonia, NC-SC",6906,24,13.7809187279152,91,9.53846153846154,5.15862068965517
"Zip","28112","NC","Charlotte-Concord-Gastonia, NC-SC",6954,24,9.16666666666667,59,1.53846153846154,5.15862068965517
"Zip","28202","NC","Charlotte-Concord-Gastonia, NC-SC",7073,24,8.40336134453782,86,7.07692307692308,5.15862068965517
"Zip","28120","NC","Charlotte-Concord-Gastonia, NC-SC",7185,24,14.6788990825688,53.5,5.84615384615385,5.15862068965517
"Zip","29706","SC","Charlotte-Concord-Gastonia, NC-SC",7703,24,10.6060606060606,101,8.15384615384615,5.15862068965517
"Zip","28036","NC","Charlotte-Concord-Gastonia, NC-SC",8060,24,15.6565656565657,86,10,5.15862068965517
"Zip","28034","NC","Charlotte-Concord-Gastonia, NC-SC",8259,24,11.1111111111111,54,1.23076923076923,5.15862068965517
"Zip","28075","NC","Charlotte-Concord-Gastonia, NC-SC",8373,24,15.4761904761905,70,9.07692307692308,5.15862068965517
"Zip","28164","NC","Charlotte-Concord-Gastonia, NC-SC",9029,24,13.8888888888889,71,8.30769230769231,5.15862068965517
"Zip","28023","NC","Charlotte-Concord-Gastonia, NC-SC",9112,24,6.77966101694915,69,2.15384615384615,5.15862068965517
"Zip","28021","NC","Charlotte-Concord-Gastonia, NC-SC",9346,24,3.2258064516129,72,2,5.15862068965517
"Zip","28134","NC","Charlotte-Concord-Gastonia, NC-SC",9488,24,14.2857142857143,54.5,5.38461538461539,5.15862068965517
"Zip","28204","NC","Charlotte-Concord-Gastonia, NC-SC",9755,24,6.66666666666667,72.5,2.92307692307692,5.15862068965517
"Zip","28166","NC","Charlotte-Concord-Gastonia, NC-SC",10070,24,6.54205607476636,80,4.69230769230769,5.15862068965517
"Zip","28207","NC","Charlotte-Concord-Gastonia, NC-SC",10201,24,3.44827586206897,77,3.07692307692308,5.15862068965517
"Zip","22903","VA","Charlottesville, VA",3457,197,9.6,72,4.54545454545455,3.84827586206897
"Zip","22901","VA","Charlottesville, VA",3937,197,3.95480225988701,81,0.909090909090909,3.84827586206897
"Zip","22902","VA","Charlottesville, VA",6621,197,9.61538461538461,71,3.63636363636364,3.84827586206897
"Zip","22911","VA","Charlottesville, VA",8172,197,7.5187969924812,82.5,5.45454545454545,3.84827586206897
"Zip","22963","VA","Charlottesville, VA",8747,197,10.9375,92,9.09090909090909,3.84827586206897
"Zip","22968","VA","Charlottesville, VA",10136,197,6.06060606060606,77,1.81818181818182,3.84827586206897
"Zip","22932","VA","Charlottesville, VA",10280,197,1.8018018018018,110,6.36363636363636,3.84827586206897
"Zip","24590","VA","Charlottesville, VA",10509,197,10.9375,93.5,10,3.84827586206897
"Zip","22973","VA","Charlottesville, VA",10787,197,5.12820512820513,91,2.72727272727273,3.84827586206897
"Zip","22923","VA","Charlottesville, VA",10905,197,8.10810810810811,108.5,8.18181818181818,3.84827586206897
"Zip","22947","VA","Charlottesville, VA",10940,197,4.54545454545455,110.5,7.27272727272727,3.84827586206897
"Zip","37421","TN","Chattanooga, TN-GA",2348,98,12.015503875969,61,5,3.88965517241379
"Zip","37343","TN","Chattanooga, TN-GA",3193,98,13.4259259259259,54,2.91666666666667,3.88965517241379
"Zip","30736","GA","Chattanooga, TN-GA",3654,98,10.8,63,4.58333333333333,3.88965517241379
"Zip","37363","TN","Chattanooga, TN-GA",4051,98,9.11602209944751,68,4.16666666666667,3.88965517241379
"Zip","30741","GA","Chattanooga, TN-GA",5434,98,13.7096774193548,71,9.16666666666667,3.88965517241379
"Zip","37415","TN","Chattanooga, TN-GA",5796,98,14.4927536231884,53,3.33333333333333,3.88965517241379
"Zip","37379","TN","Chattanooga, TN-GA",6213,98,11.4093959731544,62,3.75,3.88965517241379
"Zip","37412","TN","Chattanooga, TN-GA",6778,98,3.77358490566038,53,0.416666666666667,3.88965517241379
"Zip","37405","TN","Chattanooga, TN-GA",7152,98,11.9565217391304,68,7.91666666666667,3.88965517241379
"Zip","37411","TN","Chattanooga, TN-GA",8022,98,12.9032258064516,62,7.08333333333333,3.88965517241379
"Zip","30728","GA","Chattanooga, TN-GA",8073,98,11.6071428571429,87,8.33333333333333,3.88965517241379
"Zip","37416","TN","Chattanooga, TN-GA",8674,98,15.0684931506849,55,5.83333333333333,3.88965517241379
"Zip","37377","TN","Chattanooga, TN-GA",8767,98,7.37704918032787,89,6.66666666666667,3.88965517241379
"Zip","30707","GA","Chattanooga, TN-GA",8824,98,14.4736842105263,70,9.58333333333333,3.88965517241379
"Zip","37406","TN","Chattanooga, TN-GA",9377,98,5.26315789473684,59,1.25,3.88965517241379
"Zip","37327","TN","Chattanooga, TN-GA",9405,98,9.67741935483871,122,8.75,3.88965517241379
"Zip","37341","TN","Chattanooga, TN-GA",9468,98,2.77777777777778,66,1.66666666666667,3.88965517241379
"Zip","37404","TN","Chattanooga, TN-GA",9481,98,10.5263157894737,60,2.08333333333333,3.88965517241379
"Zip","37397","TN","Chattanooga, TN-GA",9968,98,4.34782608695652,105,5.41666666666667,3.88965517241379
"Zip","30752","GA","Chattanooga, TN-GA",10076,98,8.82352941176471,78,6.25,3.88965517241379
"Zip","37347","TN","Chattanooga, TN-GA",10337,98,8.33333333333333,97,7.5,3.88965517241379
"Zip","37419","TN","Chattanooga, TN-GA",10719,98,5.35714285714286,56,0.833333333333333,3.88965517241379
"Zip","30739","GA","Chattanooga, TN-GA",10925,98,20.5128205128205,84,10,3.88965517241379
"Zip","37302","TN","Chattanooga, TN-GA",11035,98,3.92156862745098,77.5,2.5,3.88965517241379
"Zip","60657","IL","Chicago-Naperville-Elgin, IL-IN-WI",1061,3,7.26915520628684,91,2.59259259259259,8.88275862068966
"Zip","60614","IL","Chicago-Naperville-Elgin, IL-IN-WI",1184,3,5.77223088923557,99,3.33333333333333,8.88275862068966
"Zip","60640","IL","Chicago-Naperville-Elgin, IL-IN-WI",1240,3,10,91,4.81481481481481,8.88275862068966
"Zip","60647","IL","Chicago-Naperville-Elgin, IL-IN-WI",1347,3,8.58895705521472,88.5,2.65993265993266,8.88275862068966
"Zip","60618","IL","Chicago-Naperville-Elgin, IL-IN-WI",1378,3,8.24175824175824,88,2.32323232323232,8.88275862068966
"Zip","60613","IL","Chicago-Naperville-Elgin, IL-IN-WI",1537,3,7.71349862258953,83,1.21212121212121,8.88275862068966
"Zip","60625","IL","Chicago-Naperville-Elgin, IL-IN-WI",1555,3,11.2820512820513,84,4.24242424242424,8.88275862068966
"Zip","60629","IL","Chicago-Naperville-Elgin, IL-IN-WI",1562,3,11.0047846889952,95.5,6.9023569023569,8.88275862068966
"Zip","60610","IL","Chicago-Naperville-Elgin, IL-IN-WI",1607,3,8.61723446893788,101.5,4.98316498316498,8.88275862068966
"Zip","60619","IL","Chicago-Naperville-Elgin, IL-IN-WI",1668,3,17.6258992805755,116.5,9.96632996632997,8.88275862068966
"Zip","60611","IL","Chicago-Naperville-Elgin, IL-IN-WI",1714,3,6.32111251580278,121,5.05050505050505,8.88275862068966
"Zip","60617","IL","Chicago-Naperville-Elgin, IL-IN-WI",1735,3,20.5479452054795,116,10,8.88275862068966
"Zip","60620","IL","Chicago-Naperville-Elgin, IL-IN-WI",1859,3,18.3745583038869,110.5,9.93265993265993,8.88275862068966
"Zip","46307","IN","Chicago-Naperville-Elgin, IL-IN-WI",1893,3,14.5454545454545,65,3.23232323232323,8.88275862068966
"Zip","60634","IL","Chicago-Naperville-Elgin, IL-IN-WI",1902,3,14.5569620253165,89,7.91245791245791,8.88275862068966
"Zip","60016","IL","Chicago-Naperville-Elgin, IL-IN-WI",1928,3,13.3540372670807,86,6.7003367003367,8.88275862068966
"Zip","60628","IL","Chicago-Naperville-Elgin, IL-IN-WI",1984,3,15.9779614325069,112,9.73063973063973,8.88275862068966
"Zip","60626","IL","Chicago-Naperville-Elgin, IL-IN-WI",2027,3,6.58682634730539,84.5,0.942760942760943,8.88275862068966
"Zip","60649","IL","Chicago-Naperville-Elgin, IL-IN-WI",2034,3,13.28125,113,9.36026936026936,8.88275862068966
"Zip","60616","IL","Chicago-Naperville-Elgin, IL-IN-WI",2114,3,8.18181818181818,88,2.28956228956229,8.88275862068966
"Zip","60622","IL","Chicago-Naperville-Elgin, IL-IN-WI",2161,3,5.98290598290598,85,1.01010101010101,8.88275862068966
"Zip","60615","IL","Chicago-Naperville-Elgin, IL-IN-WI",2186,3,11.1650485436893,115,8.38383838383838,8.88275862068966
"Zip","60641","IL","Chicago-Naperville-Elgin, IL-IN-WI",2222,3,11.3989637305699,87,5.11784511784512,8.88275862068966
"Zip","60660","IL","Chicago-Naperville-Elgin, IL-IN-WI",2226,3,9.13461538461539,92,4.27609427609428,8.88275862068966
"Zip","60453","IL","Chicago-Naperville-Elgin, IL-IN-WI",2237,3,16.9139465875371,90,8.85521885521885,8.88275862068966
"Zip","60056","IL","Chicago-Naperville-Elgin, IL-IN-WI",2283,3,10.752688172043,85,3.82154882154882,8.88275862068966
"Zip","60085","IL","Chicago-Naperville-Elgin, IL-IN-WI",2297,3,10.7913669064748,79,2.15488215488215,8.88275862068966
"Zip","60637","IL","Chicago-Naperville-Elgin, IL-IN-WI",2346,3,9.28571428571429,105,6.09427609427609,8.88275862068966
"Zip","60608","IL","Chicago-Naperville-Elgin, IL-IN-WI",2401,3,7.5,92,3.0976430976431,8.88275862068966
"Zip","60148","IL","Chicago-Naperville-Elgin, IL-IN-WI",2408,3,9.42760942760943,72,0.707070707070707,8.88275862068966
"Zip","60004","IL","Chicago-Naperville-Elgin, IL-IN-WI",2571,3,11.2947658402204,93,6.96969696969697,8.88275862068966
"Zip","60402","IL","Chicago-Naperville-Elgin, IL-IN-WI",2664,3,14.468085106383,88.5,7.64309764309764,8.88275862068966
"Zip","60638","IL","Chicago-Naperville-Elgin, IL-IN-WI",2673,3,14.3518518518519,84,6.83501683501683,8.88275862068966
"Zip","60639","IL","Chicago-Naperville-Elgin, IL-IN-WI",2723,3,21.1009174311927,81,7.44107744107744,8.88275862068966
"Zip","60073","IL","Chicago-Naperville-Elgin, IL-IN-WI",2808,3,11.1801242236025,76.5,2.05387205387205,8.88275862068966
"Zip","60630","IL","Chicago-Naperville-Elgin, IL-IN-WI",2837,3,11.5384615384615,88,5.52188552188552,8.88275862068966
"Zip","60643","IL","Chicago-Naperville-Elgin, IL-IN-WI",2905,3,15.2317880794702,108,9.56228956228956,8.88275862068966
"Zip","60411","IL","Chicago-Naperville-Elgin, IL-IN-WI",2987,3,11.6731517509728,107,8.18181818181818,8.88275862068966
"Zip","60804","IL","Chicago-Naperville-Elgin, IL-IN-WI",3116,3,23.015873015873,91.5,9.52861952861953,8.88275862068966
"Zip","60623","IL","Chicago-Naperville-Elgin, IL-IN-WI",3149,3,11.3207547169811,104,7.81144781144781,8.88275862068966
"Zip","60435","IL","Chicago-Naperville-Elgin, IL-IN-WI",3156,3,15.2631578947368,74,4.54545454545455,8.88275862068966
"Zip","60632","IL","Chicago-Naperville-Elgin, IL-IN-WI",3182,3,20.2380952380952,88,8.95622895622896,8.88275862068966
"Zip","60506","IL","Chicago-Naperville-Elgin, IL-IN-WI",3301,3,16.7464114832536,80,6.86868686868687,8.88275862068966
"Zip","60115","IL","Chicago-Naperville-Elgin, IL-IN-WI",3309,3,11.0429447852761,79.5,2.42424242424242,8.88275862068966
"Zip","60201","IL","Chicago-Naperville-Elgin, IL-IN-WI",3338,3,5.64102564102564,88,1.51515151515152,8.88275862068966
"Zip","60014","IL","Chicago-Naperville-Elgin, IL-IN-WI",3341,3,8.36120401337793,82.5,1.48148148148148,8.88275862068966
"Zip","60126","IL","Chicago-Naperville-Elgin, IL-IN-WI",3345,3,11.965811965812,96,7.47474747474747,8.88275862068966
"Zip","60440","IL","Chicago-Naperville-Elgin, IL-IN-WI",3403,3,13.2420091324201,76,3.4006734006734,8.88275862068966
"Zip","60605","IL","Chicago-Naperville-Elgin, IL-IN-WI",3441,3,10.0346020761246,99,6.5993265993266,8.88275862068966
"Zip","60089","IL","Chicago-Naperville-Elgin, IL-IN-WI",3553,3,10.752688172043,85,3.82154882154882,8.88275862068966
"Zip","60010","IL","Chicago-Naperville-Elgin, IL-IN-WI",3558,3,8.66035182679296,126,7.003367003367,8.88275862068966
"Zip","60123","IL","Chicago-Naperville-Elgin, IL-IN-WI",3598,3,14.5161290322581,72,3.46801346801347,8.88275862068966
"Zip","60609","IL","Chicago-Naperville-Elgin, IL-IN-WI",3601,3,17.7570093457944,86.5,8.51851851851852,8.88275862068966
"Zip","60062","IL","Chicago-Naperville-Elgin, IL-IN-WI",3626,3,8.6734693877551,112,6.3973063973064,8.88275862068966
"Zip","46383","IN","Chicago-Naperville-Elgin, IL-IN-WI",3640,3,9.52380952380952,75.5,0.875420875420875,8.88275862068966
"Zip","60505","IL","Chicago-Naperville-Elgin, IL-IN-WI",3652,3,13.2183908045977,82.5,5.21885521885522,8.88275862068966
"Zip","60462","IL","Chicago-Naperville-Elgin, IL-IN-WI",3676,3,14.410480349345,75,4.10774410774411,8.88275862068966
"Zip","60645","IL","Chicago-Naperville-Elgin, IL-IN-WI",3703,3,10.989010989011,90,5.25252525252525,8.88275862068966
"Zip","46410","IN","Chicago-Naperville-Elgin, IL-IN-WI",3715,3,14,71,3.03030303030303,8.88275862068966
"Zip","60067","IL","Chicago-Naperville-Elgin, IL-IN-WI",3726,3,7.4792243767313,100,4.30976430976431,8.88275862068966
"Zip","60193","IL","Chicago-Naperville-Elgin, IL-IN-WI",3764,3,10.2941176470588,74,1.07744107744108,8.88275862068966
"Zip","60651","IL","Chicago-Naperville-Elgin, IL-IN-WI",3790,3,13.953488372093,82,5.55555555555556,8.88275862068966
"Zip","60188","IL","Chicago-Naperville-Elgin, IL-IN-WI",3809,3,11.5384615384615,73.5,1.88552188552189,8.88275862068966
"Zip","60477","IL","Chicago-Naperville-Elgin, IL-IN-WI",3851,3,13.8655462184874,82,5.42087542087542,8.88275862068966
"Zip","60654","IL","Chicago-Naperville-Elgin, IL-IN-WI",3866,3,6.87285223367698,101,3.73737373737374,8.88275862068966
"Zip","60025","IL","Chicago-Naperville-Elgin, IL-IN-WI",3882,3,6.66666666666667,108,4.44444444444444,8.88275862068966
"Zip","46368","IN","Chicago-Naperville-Elgin, IL-IN-WI",3885,3,11.2,63.5,1.04377104377104,8.88275862068966
"Zip","60707","IL","Chicago-Naperville-Elgin, IL-IN-WI",3891,3,16.4102564102564,91,8.98989898989899,8.88275862068966
"Zip","60120","IL","Chicago-Naperville-Elgin, IL-IN-WI",3921,3,13.8888888888889,81,5.08417508417508,8.88275862068966
"Zip","46385","IN","Chicago-Naperville-Elgin, IL-IN-WI",3999,3,10.9090909090909,73,1.24579124579125,8.88275862068966
"Zip","60563","IL","Chicago-Naperville-Elgin, IL-IN-WI",4008,3,10.1382488479263,81,2.12121212121212,8.88275862068966
"Zip","60540","IL","Chicago-Naperville-Elgin, IL-IN-WI",4020,3,12.156862745098,86,5.45454545454545,8.88275862068966
"Zip","60653","IL","Chicago-Naperville-Elgin, IL-IN-WI",4042,3,7.19424460431655,113,5.38720538720539,8.88275862068966
"Zip","60090","IL","Chicago-Naperville-Elgin, IL-IN-WI",4062,3,8.17610062893082,83,1.38047138047138,8.88275862068966
"Zip","60644","IL","Chicago-Naperville-Elgin, IL-IN-WI",4144,3,12.5,94.5,7.60942760942761,8.88275862068966
"Zip","60409","IL","Chicago-Naperville-Elgin, IL-IN-WI",4231,3,16,110,9.66329966329966,8.88275862068966
"Zip","60068","IL","Chicago-Naperville-Elgin, IL-IN-WI",4236,3,10.2389078498294,105,7.07070707070707,8.88275862068966
"Zip","60302","IL","Chicago-Naperville-Elgin, IL-IN-WI",4249,3,10,93,5.31986531986532,8.88275862068966
"Zip","60031","IL","Chicago-Naperville-Elgin, IL-IN-WI",4269,3,15.7142857142857,90,8.55218855218855,8.88275862068966
"Zip","60074","IL","Chicago-Naperville-Elgin, IL-IN-WI",4349,3,8.65384615384615,84,1.85185185185185,8.88275862068966
"Zip","60047","IL","Chicago-Naperville-Elgin, IL-IN-WI",4388,3,10.2040816326531,111.5,7.27272727272727,8.88275862068966
"Zip","60030","IL","Chicago-Naperville-Elgin, IL-IN-WI",4408,3,11.7647058823529,90,6.46464646464646,8.88275862068966
"Zip","60564","IL","Chicago-Naperville-Elgin, IL-IN-WI",4477,3,14.5214521452145,95,8.82154882154882,8.88275862068966
"Zip","60103","IL","Chicago-Naperville-Elgin, IL-IN-WI",4482,3,14.4230769230769,76,4.37710437710438,8.88275862068966
"Zip","60137","IL","Chicago-Naperville-Elgin, IL-IN-WI",4493,3,9.87261146496815,93,5.15151515151515,8.88275862068966
"Zip","60504","IL","Chicago-Naperville-Elgin, IL-IN-WI",4586,3,18.3168316831683,76,6.32996632996633,8.88275862068966
"Zip","60202","IL","Chicago-Naperville-Elgin, IL-IN-WI",4648,3,12.8378378378378,80,4.17508417508417,8.88275862068966
"Zip","60586","IL","Chicago-Naperville-Elgin, IL-IN-WI",4673,3,11.6751269035533,76,2.45791245791246,8.88275862068966
"Zip","60607","IL","Chicago-Naperville-Elgin, IL-IN-WI",4687,3,7.35930735930736,92,2.996632996633,8.88275862068966
"Zip","60612","IL","Chicago-Naperville-Elgin, IL-IN-WI",4754,3,13.0841121495327,92,7.57575757575758,8.88275862068966
"Zip","60007","IL","Chicago-Naperville-Elgin, IL-IN-WI",4823,3,10.5263157894737,74,1.14478114478114,8.88275862068966
"Zip","60565","IL","Chicago-Naperville-Elgin, IL-IN-WI",4844,3,9.9502487562189,82,2.22222222222222,8.88275862068966
"Zip","60107","IL","Chicago-Naperville-Elgin, IL-IN-WI",4899,3,13.8248847926267,78.5,4.41077441077441,8.88275862068966
"Zip","60543","IL","Chicago-Naperville-Elgin, IL-IN-WI",5017,3,14.6443514644351,82,6.56565656565657,8.88275862068966
"Zip","60659","IL","Chicago-Naperville-Elgin, IL-IN-WI",5037,3,9.09090909090909,93,4.47811447811448,8.88275862068966
"Zip","60005","IL","Chicago-Naperville-Elgin, IL-IN-WI",5038,3,14.1509433962264,88.5,7.34006734006734,8.88275862068966
"Zip","60060","IL","Chicago-Naperville-Elgin, IL-IN-WI",5040,3,4.14201183431953,84,0.774410774410774,8.88275862068966
"Zip","60446","IL","Chicago-Naperville-Elgin, IL-IN-WI",5047,3,22.4852071005917,74,6.22895622895623,8.88275862068966
"Zip","60517","IL","Chicago-Naperville-Elgin, IL-IN-WI",5052,3,15.9090909090909,84.5,7.40740740740741,8.88275862068966
"Zip","60101","IL","Chicago-Naperville-Elgin, IL-IN-WI",5107,3,9.63855421686747,77,1.17845117845118,8.88275862068966
"Zip","60532","IL","Chicago-Naperville-Elgin, IL-IN-WI",5192,3,8.09248554913295,82,0.976430976430976,8.88275862068966
"Zip","60174","IL","Chicago-Naperville-Elgin, IL-IN-WI",5209,3,8.26086956521739,82,1.11111111111111,8.88275862068966
"Zip","60046","IL","Chicago-Naperville-Elgin, IL-IN-WI",5229,3,14.5922746781116,96,9.09090909090909,8.88275862068966
"Zip","60652","IL","Chicago-Naperville-Elgin, IL-IN-WI",5252,3,17.877094972067,91,9.19191919191919,8.88275862068966
"Zip","60525","IL","Chicago-Naperville-Elgin, IL-IN-WI",5296,3,7.36196319018405,84.5,1.54882154882155,8.88275862068966
"Zip","46342","IN","Chicago-Naperville-Elgin, IL-IN-WI",5306,3,18.3333333333333,68,4.88215488215488,8.88275862068966
"Zip","53142","WI","Chicago-Naperville-Elgin, IL-IN-WI",5331,3,11.9718309859155,50,1.41414141414141,8.88275862068966
"Zip","60169","IL","Chicago-Naperville-Elgin, IL-IN-WI",5334,3,6.75675675675676,79,0.471380471380471,8.88275862068966
"Zip","60098","IL","Chicago-Naperville-Elgin, IL-IN-WI",5360,3,9.46502057613169,89,3.63636363636364,8.88275862068966
"Zip","60441","IL","Chicago-Naperville-Elgin, IL-IN-WI",5409,3,9.39226519337017,80,1.61616161616162,8.88275862068966
"Zip","60451","IL","Chicago-Naperville-Elgin, IL-IN-WI",5450,3,6.07734806629834,75,0.202020202020202,8.88275862068966
"Zip","60142","IL","Chicago-Naperville-Elgin, IL-IN-WI",5548,3,10.6741573033708,89,4.74747474747475,8.88275862068966
"Zip","60189","IL","Chicago-Naperville-Elgin, IL-IN-WI",5552,3,11.1111111111111,79,2.35690235690236,8.88275862068966
"Zip","60050","IL","Chicago-Naperville-Elgin, IL-IN-WI",5553,3,12.3287671232877,81,4.07407407407407,8.88275862068966
"Zip","60714","IL","Chicago-Naperville-Elgin, IL-IN-WI",5570,3,12.5,90.5,7.1043771043771,8.88275862068966
"Zip","60527","IL","Chicago-Naperville-Elgin, IL-IN-WI",5585,3,6.74846625766871,88.5,1.78451178451178,8.88275862068966
"Zip","60631","IL","Chicago-Naperville-Elgin, IL-IN-WI",5587,3,21.2903225806452,85,8.61952861952862,8.88275862068966
"Zip","60515","IL","Chicago-Naperville-Elgin, IL-IN-WI",5596,3,10.2564102564103,91,4.91582491582492,8.88275862068966
"Zip","60656","IL","Chicago-Naperville-Elgin, IL-IN-WI",5598,3,6.93069306930693,76,0.336700336700337,8.88275862068966
"Zip","53140","WI","Chicago-Naperville-Elgin, IL-IN-WI",5637,3,6.19469026548673,57,0.101010101010101,8.88275862068966
"Zip","60035","IL","Chicago-Naperville-Elgin, IL-IN-WI",5677,3,13.1805157593123,132,9.46127946127946,8.88275862068966
"Zip","60438","IL","Chicago-Naperville-Elgin, IL-IN-WI",5710,3,14.1104294478528,89,7.37373737373737,8.88275862068966
"Zip","60076","IL","Chicago-Naperville-Elgin, IL-IN-WI",5719,3,17.5324675324675,84.5,8.11447811447811,8.88275862068966
"Zip","60110","IL","Chicago-Naperville-Elgin, IL-IN-WI",5776,3,8.33333333333333,73.5,0.37037037037037,8.88275862068966
"Zip","60102","IL","Chicago-Naperville-Elgin, IL-IN-WI",5813,3,9.17874396135266,91,3.87205387205387,8.88275862068966
"Zip","60139","IL","Chicago-Naperville-Elgin, IL-IN-WI",5928,3,14.5454545454545,84.5,7.13804713804714,8.88275862068966
"Zip","60181","IL","Chicago-Naperville-Elgin, IL-IN-WI",5958,3,12.1739130434783,76,2.69360269360269,8.88275862068966
"Zip","60516","IL","Chicago-Naperville-Elgin, IL-IN-WI",5974,3,4.78723404255319,88,1.34680134680135,8.88275862068966
"Zip","60621","IL","Chicago-Naperville-Elgin, IL-IN-WI",6015,3,10.7142857142857,106,7.23905723905724,8.88275862068966
"Zip","60133","IL","Chicago-Naperville-Elgin, IL-IN-WI",6097,3,13.5802469135802,76.5,3.77104377104377,8.88275862068966
"Zip","60099","IL","Chicago-Naperville-Elgin, IL-IN-WI",6099,3,21.7948717948718,82,7.84511784511785,8.88275862068966
"Zip","60423","IL","Chicago-Naperville-Elgin, IL-IN-WI",6101,3,9.71428571428571,91,4.64646464646465,8.88275862068966
"Zip","60048","IL","Chicago-Naperville-Elgin, IL-IN-WI",6151,3,7.06713780918728,108,4.71380471380471,8.88275862068966
"Zip","60134","IL","Chicago-Naperville-Elgin, IL-IN-WI",6246,3,13.2075471698113,84,5.79124579124579,8.88275862068966
"Zip","60601","IL","Chicago-Naperville-Elgin, IL-IN-WI",6269,3,6.81818181818182,128.5,5.62289562289562,8.88275862068966
"Zip","60061","IL","Chicago-Naperville-Elgin, IL-IN-WI",6296,3,12.7906976744186,82,4.68013468013468,8.88275862068966
"Zip","60077","IL","Chicago-Naperville-Elgin, IL-IN-WI",6336,3,15.5038759689922,90,8.45117845117845,8.88275862068966
"Zip","60510","IL","Chicago-Naperville-Elgin, IL-IN-WI",6357,3,11.3636363636364,80.5,3.16498316498316,8.88275862068966
"Zip","60185","IL","Chicago-Naperville-Elgin, IL-IN-WI",6396,3,7.09677419354839,85,1.44781144781145,8.88275862068966
"Zip","46304","IN","Chicago-Naperville-Elgin, IL-IN-WI",6412,3,12.9310344827586,82.5,4.94949494949495,8.88275862068966
"Zip","60655","IL","Chicago-Naperville-Elgin, IL-IN-WI",6446,3,14.7826086956522,80,5.89225589225589,8.88275862068966
"Zip","60018","IL","Chicago-Naperville-Elgin, IL-IN-WI",6449,3,7.60869565217391,87.5,1.98653198653199,8.88275862068966
"Zip","60187","IL","Chicago-Naperville-Elgin, IL-IN-WI",6459,3,15.4838709677419,91,8.75420875420875,8.88275862068966
"Zip","60636","IL","Chicago-Naperville-Elgin, IL-IN-WI",6483,3,9.375,106.5,6.36363636363636,8.88275862068966
"Zip","60646","IL","Chicago-Naperville-Elgin, IL-IN-WI",6493,3,9.52380952380952,92,4.78114478114478,8.88275862068966
"Zip","60559","IL","Chicago-Naperville-Elgin, IL-IN-WI",6502,3,8.2089552238806,75,0.437710437710438,8.88275862068966
"Zip","60544","IL","Chicago-Naperville-Elgin, IL-IN-WI",6543,3,14.4578313253012,73,3.6026936026936,8.88275862068966
"Zip","60452","IL","Chicago-Naperville-Elgin, IL-IN-WI",6561,3,17.4193548387097,83,7.67676767676768,8.88275862068966
"Zip","46322","IN","Chicago-Naperville-Elgin, IL-IN-WI",6619,3,14.2857142857143,60,2.79461279461279,8.88275862068966
"Zip","60827","IL","Chicago-Naperville-Elgin, IL-IN-WI",6638,3,16.2162162162162,115,9.83164983164983,8.88275862068966
"Zip","60091","IL","Chicago-Naperville-Elgin, IL-IN-WI",6642,3,9.18367346938776,109,6.66666666666667,8.88275862068966
"Zip","46375","IN","Chicago-Naperville-Elgin, IL-IN-WI",6685,3,14.1304347826087,57,2.62626262626263,8.88275862068966
"Zip","60051","IL","Chicago-Naperville-Elgin, IL-IN-WI",6696,3,9.9502487562189,87,3.53535353535354,8.88275862068966
"Zip","53144","WI","Chicago-Naperville-Elgin, IL-IN-WI",6703,3,7.95454545454545,57,0.168350168350168,8.88275862068966
"Zip","60642","IL","Chicago-Naperville-Elgin, IL-IN-WI",6744,3,8.92857142857143,81,1.31313131313131,8.88275862068966
"Zip","60002","IL","Chicago-Naperville-Elgin, IL-IN-WI",6766,3,12.707182320442,101.5,8.48484848484848,8.88275862068966
"Zip","60015","IL","Chicago-Naperville-Elgin, IL-IN-WI",6853,3,9.70149253731343,112,7.20538720538721,8.88275862068966
"Zip","60087","IL","Chicago-Naperville-Elgin, IL-IN-WI",6884,3,17.3076923076923,74.5,5.48821548821549,8.88275862068966
"Zip","60156","IL","Chicago-Naperville-Elgin, IL-IN-WI",6918,3,9.52380952380952,67,0.572390572390572,8.88275862068966
"Zip","60467","IL","Chicago-Naperville-Elgin, IL-IN-WI",7003,3,6.66666666666667,81,0.606060606060606,8.88275862068966
"Zip","60172","IL","Chicago-Naperville-Elgin, IL-IN-WI",7049,3,9.30232558139535,71.5,0.538720538720539,8.88275862068966
"Zip","60466","IL","Chicago-Naperville-Elgin, IL-IN-WI",7069,3,14.5454545454545,100,9.22558922558922,8.88275862068966
"Zip","60538","IL","Chicago-Naperville-Elgin, IL-IN-WI",7141,3,17.5572519083969,72,5.01683501683502,8.88275862068966
"Zip","60013","IL","Chicago-Naperville-Elgin, IL-IN-WI",7176,3,15.9763313609467,77,5.72390572390572,8.88275862068966
"Zip","60706","IL","Chicago-Naperville-Elgin, IL-IN-WI",7196,3,10.4761904761905,87,3.97306397306397,8.88275862068966
"Zip","60561","IL","Chicago-Naperville-Elgin, IL-IN-WI",7198,3,7.33333333333333,72.5,0.269360269360269,8.88275862068966
"Zip","46321","IN","Chicago-Naperville-Elgin, IL-IN-WI",7240,3,11.2359550561798,69.5,1.27946127946128,8.88275862068966
"Zip","60560","IL","Chicago-Naperville-Elgin, IL-IN-WI",7242,3,11.5646258503401,80,3.1986531986532,8.88275862068966
