"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12"
"10025","New York","NY","New York-Newark-Jersey City","New York County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.36363636363636,4.98307692307692,5.10918552036199,4.98053601655069,4.97799511002445,5.2883112654656,4.99153846153846,4.97799511002445,4.807512935495,4.59757905289971,4.85538461538462,4.97799511002445,5.40066420664207,5.40066420664207,5.40066420664207,5.40066420664207,5.34132841328413,5.46,5.25,5.34132841328413,5.40066420664207,5.40066420664207,5.33707865168539,5.16007778738116,5.16220266818053,5.46,5.46,5.34132841328413,5.40066420664207,5.16220266818053,5.3968253968254,5.4284126984127,5.46,5.46,5.34132841328413,5.46,5.34132841328413,5.34132841328413,5.51704939919893,5.46,5.40066420664207,5.34132841328413,5.40066420664207,5.40066420664207,5.34132841328413,4.98053601655069,4.98307692307692,4.99153846153846,5.16220266818053,5.34132841328413,5.46,5.40066420664207,5.40066420664207,5.46,5.34132841328413,5.40066420664207,5.40066420664207,5.19019545664207,5.19019545664207,5.19019545664207,5.34132841328413,4.98053601655069,4.98307692307692,4.98053601655069,4.85538461538462,4.99153846153846,5,5.34132841328413,5.40066420664207,5.20833333333333,5.27483087330873,5.09493919683258,4.98053601655069,5.23076923076923,5.15384615384615,5.40066420664207,5.40066420664207,5.16220266818053
"60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.74193548387097,1.69144805656667,1.58485273492286,1.60084033613445,1.70018930990623,1.62280701754386,1.64623352165725,1.66666666666667,1.578164160401,1.68135593220339,1.71902268760908,1.71902268760908,1.71902268760908,1.6,1.75,1.71902268760908,1.68135593220339,1.65917111678663,1.6369347842534,1.5464732705928,1.54783079239601,1.61184210526316,1.63234463276836,1.55555555555556,1.71902268760908,1.80760351504319,1.77777777777778,1.77777777777778,1.71428571428571,1.61083333333333,1.63255623242737,1.71902268760908,1.7472,1.64319248826291,1.69010978428351,1.71902268760908,1.75,1.71902268760908,1.80555555555556,1.71902268760908,1.70326134380454,1.57894736842105,1.68135593220339,1.65556478405316,1.76228912158232,1.71902268760908,1.80555555555556,1.80062111801242,1.81818181818182,1.72222222222222,1.75779014308426,1.78877551020408,1.69,1.68181818181818,1.5952380952381,1.59307359307359,1.56064285714286,1.57128571428571,1.68135593220339,1.69375,1.70745589072282,1.80555555555556,1.71902268760908,1.80555555555556,1.71902268760908,1.68508287292818,1.69067796610169,1.71902268760908,1.80555555555556,1.88888888888889,1.91414141414141,1.80555555555556,1.80555555555556,1.8125,1.76935962214411,1.7627125226966,1.71902268760908,1.71902268760908,1.84375,1.8447848805646,1.79563492063492
"77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.930386054238695,0.93603744149766,0.909918107370337,0.896551724137931,0.902335456475584,0.907441016333938,0.910344844905491,0.90815627141878,0.915805463232239,0.917813934084272,0.910930927587563,0.91520773635609,0.91628940913354,0.920438306300915,0.921478060046189,0.935406057357277,0.922509225092251,0.9096572233639,0.909878682842288,0.888787602552416,0.877506401433794,0.8984375,0.90493387675942,0.900032144005143,0.904033379694019,0.913041246265743,0.90493387675942,0.920365444016343,0.921443655998268,0.905349794238683,0.89642544383409,0.892857142857143,0.897552620386017,0.900687366674567,0.886548712311929,0.883838383838384,0.869662180506535,0.87407812073204,0.874537949317161,0.885070106971238,0.867954213942183,0.849443468072642,0.825806451612903,0.805047867711053,0.826952526799387,0.81997084548105,0.817857591754651,0.836172189532363,0.840406845000129,0.842541060327479,0.855230540406544,0.872567245840252,0.856008242007304,0.846294602012809,0.851901856508774,0.859345294676806,0.879765395894428,0.890804597701149,0.878297408089848,0.870637329286798,0.873161764705882,0.884955752212389,0.891136801541426,0.870646766169154,0.858369098712446,0.848146493970523,0.833437825149707,0.837616612269024,0.841397872322332,0.867678958785249,0.858369098712446,0.869398569385661,0.86771237366253,0.862112747587608,0.864629697937744,0.872832853883798,0.867546432062561,0.862168396770473,0.858695115801964,0.858829854234953,0.85999312005504,0.862519602718244
"60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28223659186002,2.09234314073024,2.14752791068581,2.20628541128306,2.08181818181818,2.11438679245283,2.16666666666667,2.02983660130719,2.10377358490566,2.02983660130719,2.05333333333333,2.05154639175258,2.01342281879195,2.10377358490566,2.18181818181818,2.30833333333333,2.30833333333333,2.27445162926334,2.28397543878715,2.28389583939482,2.20017543164966,2.17718940936864,2.33909380529678,2.31740553446893,2.2405303030303,2.29156327543424,2.15554244413305,2.19444444444444,2.33333333333333,2.27785087719298,2.25741406029868,2.18607015760041,2.21920289855072,2.16666666666667,2.15265486725664,2.15633423180593,2.26759854327335,2.15,2.16025641025641,2.125,2.30833333333333,2.11071032186459,2.16666666666667,2.13025210084034,2.17647058823529,2.16666666666667,2.35294117647059,2.18333333333333,2.28214285714286,2.3,2.30416666666667,2.28214285714286,2.28214285714286,2.16138328530259,2.11176925057945,2.18476903870162,2.22269183807645,2.25155800575264,2.20773457311919,2.22316145393068,2.27185244587009,2.11282429245283,2.04892927457216,2.02492352676563,2.04207920792079,2.10377358490566,2.05333333333333,2.07187930300058,2.21961396796257,2.23012281835811,2.30714636676312,2.34725965858041,2.33602875112309,2.30555555555556,2.24669603524229,2.25,2.23214285714286,2.22521709060171,2.23333333333333,2.3130300693909,2.3
"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",5,,,,,,,,,,,,0.641084136263075,0.674576271186441,0.692934782608696,0.660772361136767,0.678969688593396,0.704638872577804,0.711321873147599,0.703508771929825,0.700218839092689,0.682185615381673,0.684931506849315,0.700934579439252,0.690184049079755,0.702634192535107,0.725917845798042,0.698324022346369,0.686813186813187,0.714502954466458,0.717828159216798,0.701065619742008,0.684707346099751,0.720645520311631,0.690798865893957,0.714372130110809,0.720461095100865,0.776892430278884,0.734171188328722,0.740303047877136,0.731570061902082,0.733805668016194,0.747095547194774,0.727202188343296,0.723514211886305,0.708355033337382,0.70774354704413,0.715789473684211,0.715789473684211,0.730039523423115,0.733893557422969,0.743541294982617,0.766553480842158,0.787172011661808,0.784698381559588,0.766768916155419,0.766650694777192,0.786116206198173,0.780252590656138,0.791084911654762,0.795513823682838,0.798611111111111,0.794885578001757,0.795513823682838,0.805918371660542,0.809802933686258,0.816592053297285,0.809420682187331,0.79466117021814,0.78388528917287,0.79247238178044,0.807240704500979,0.804772858755492,0.812747035573123,0.821340448031506,0.806451612903226,0.824416342412451,0.80546265328874,0.782997762863535,0.800662617338487,0.795513823682838,0.81140350877193,0.801913337084975,0.787844682048396,0.798397040690506,0.796703296703297,0.801579925650558,0.827991452991453,0.837379498904,0.829703416739667,0.829875518672199,0.815805023311507,0.817307692307692,0.815360336664913,0.829565635637117,0.816154484502812,0.813563665986498,0.833781603012372,0.842279132562653,0.832925036746693,0.828651685393258,0.83555371464619,0.837995347114637,0.833108715184187,0.824924274443505,0.826322115384615,0.831024930747922,0.84300228631512,0.84554678692221,0.843023255813954,0.848219032429559,0.857755977927652,0.872885979268958,0.876436781609195,0.86837181857258,0.863874345549738,0.853202130757241,0.868983957219251,0.869442881260551,0.868325557283567
"77084","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.697674418604651,0.699907459779171,0.702279443155356,0.699815837937385,0.697674418604651,0.712250712250712,0.726443768996961,0.717737477487116,0.727611940298508,0.766397906196988,0.782038345105954,0.768358595434818,0.766509433962264,0.747437600027241,0.75207468879668,0.755009911812468,0.761288536379777,0.76574021554169,0.76402005817245,0.768322098234122,0.767901736881986,0.779787897691828,0.778726440440826,0.779787897691828,0.793231094658911,0.779181708784597,0.768836494105587,0.773109724704724,0.7839844467577,0.784419986827386,0.768037915810203,0.763821532492726,0.769146319542568,0.758026159334126,0.749354005167959,0.769569041336851,0.773262522125391,0.776231263383298,0.770025639627905,0.779768518930067,0.755284413129404,0.767901736881986,0.772889417360285,0.789953851286233,0.789251955557421,0.784731934731935,0.791687283523008,0.794797687861272,0.798969072164949,0.808383233532934,0.790679289220551,0.797967277070088,0.819566490919742,0.82896090883241,0.819579702716556,0.820135746606335,0.821635300857103,0.824886203324737,0.816901408450704,0.813480534572923,0.820545364362452,0.814306009312782,0.804661487236404,0.807584467717068,0.808905108527821,0.808074591346779,0.825536598789213,0.833333333333333,0.831513260530421,0.852903885879238,0.838744588744589,0.835721107927412,0.837053571428571,0.840807174887892,0.834257206208426,0.820588235294118,0.828887225217883
"79936","El Paso","TX","El Paso","El Paso County",7,,,,,,,,,,,,,,,0.726010101010101,0.731310942578548,0.751222921034242,0.723110465116279,0.749625187406297,0.745232773132434,0.744409375464296,0.75707131335109,0.776163550213962,0.763440140658847,0.754558825855225,0.753588516746411,0.751201788269918,0.753012048192771,0.755939524838013,0.744332929282076,0.762955854126679,0.759266297269417,0.744634253175646,0.735379875956848,0.726750327460177,0.730207532667179,0.737421527650575,0.738032955410094,0.740574506283663,0.746554364471669,0.74937452027742,0.750698324022346,0.74002574002574,0.738678544914625,0.732730581852405,0.735910287121586,0.738585496866607,0.72463768115942,0.717043574186431,0.72463768115942,0.725523785749568,0.738853503184713,0.737843792080841,0.731146547709178,0.720668972570633,0.72463768115942,0.715126115853433,0.708316635325791,0.718316992560224,0.71893063583815,0.734859675036928,0.737898577951563,0.734157650695518,0.729671415542272,0.737341772151899,0.735129679503128,0.735129679503128,0.736607142857143,0.7383100902379,0.733739385015751,0.733418367346939,0.743548750672828,0.736518685405346,0.733124594058729,0.744221073123998,0.740502810874308,0.732600732600733,0.731617647058823,0.720998897968519,0.740283775447255,0.698324022346369,0.718390804597701,0.734265734265734,0.713470319634703,0.736585920383614,0.728155339805825,0.738916256157635,0.725473739797915,0.70281124497992,0.721805098874635,0.731261425959781,0.737350600430497,0.742574257425743,0.742745142543704,0.743243243243243,0.726299694189602,0.725925925925926,0.746268656716418,0.769230769230769,0.765682522264149,0.751748251748252,0.758287096315265,0.769230769230769,0.747775755438423,0.751930444023551,0.757575757575758,0.775551834216937,0.774647887323944,0.770142180094787,0.774367575822058,0.774398868458274,0.782920752352508,0.775160262712864,0.795080698447023,0.783547264250927,0.775766531215368,0.778879873218486,0.784392598551891,0.778805120910384
"78660","Pflugerville","TX","Austin-Round Rock","Travis County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.782138794084187,0.761040265301713,0.776754890678941,0.784708757791826,0.793166564978645,0.782950423216445,0.776754890678941,0.788711487636219,0.804050315000851,0.806451612903226,0.825483020995573,0.832208726945569,0.842859942513718,0.812366889642139,0.796296265121494,0.816274309109519,0.830637013920928,0.804176072234763,0.824654424718797,0.832031111530498,0.832208726945569,0.848850055054435,0.818358352242974,0.814889336016097,0.861563128349641,0.844551282051282,0.860420650095602,0.852857491970395,0.894225855901891,0.866394140691535,0.864880952380952,0.86258210180624,0.848219543072484,0.855085508550855,0.874028856825749,0.849021779254337,0.874704491725768,0.888689865850909,0.907770515613653,0.901845637583893,0.860609480812641,0.872925014310246,0.880696317900109,0.856306876452776,0.841967318798511,0.875786624010166,0.86405529953917,0.914373088685015,0.901718940228419,0.919295152974918,0.908406132407888,0.905712958662332,0.911949685534591,0.919340857232339,0.925066312997347,0.913895634846503,0.910488226980933,0.914893617021277,0.928217821782178,0.93327903394003,0.936234817813765,0.939584150647313,0.931869369369369,0.935743308187458,0.936708860759494,0.927070457354759,0.915962092353433,0.918884664131812,0.914373088685015,0.921138211382114,0.923816568047337,0.946455491614362,0.943026502529927,0.96045197740113,0.950887079189996,0.963615794303399,0.948660714285714,0.949576219085974,0.960539979231568,0.960273279352227,0.960798816568047
"10016","New York","NY","New York-Newark-Jersey City","New York County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67567567567568,4.71160528144545,4.69388492265851,4.70717423133236,4.75665399239544,4.75988286969253,4.90117994100295,4.99267935578331,5.16184232065928,5.05231037489102,5.1011673151751,5.16516092140231,5.16184232065928,5.00969529085873,5.1011673151751,5.1011673151751,5.01939058171745,5.05231037489102,5,5.21378020380861,5.13106655497185,5.18162758508386,5.18162758508386,5.16760299625468,5.16516092140231,5.16760299625468,5.16271884654995,5.16096579476861,5.16760299625468,5.17647058823529,5.16760299625468,5.20034974626252,5.20034974626252,5.16760299625468,5.16760299625468,5.16760299625468,5.16184232065928,5.20504731861199,5.19565217391304,5.17203679224499,5.20034974626252,5.19565217391304,5.2,5.22536945812808,5.16760299625468,5.20504731861199,5.20034974626252,5.16096579476861,5.16760299625468,5.19565217391304,5.20504731861199,5.20504731861199,5.19565217391304,5.18162758508386,5.16271884654995,5.18162758508386,5.18162758508386,5.18162758508386,5.1011673151751,5.08657587548638,5.16516092140231,5.1011673151751,5.08657587548638,5.07198443579767,5.05231037489102,5.05231037489102,5.16096579476861,5.05231037489102,5.07198443579767,5.08657587548638,5.11111111111111,5.16271884654995,5.16096579476861,5.16760299625468,5.16760299625468,5.16184232065928,5.13106655497185,5.16096579476861,5.16096579476861,5.16096579476861,5.13106655497185,5.16096579476861,5.16184232065928,5.16271884654995,5.18162758508386,5.18162758508386,5.20034974626252
"37013","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",10,,,,,,,,,,,,,0.676363636363636,0.68,0.706185074246383,0.69857726508051,0.6792,0.667780237355709,0.666506052613782,0.65446271101033,0.652562837823951,0.667420814479638,0.635055038103302,0.635055038103302,0.70155653359032,0.72427293064877,0.67552289429056,0.707610146862483,0.698716869574977,0.685714285714286,0.654916222279069,0.668286755771567,0.683377308707124,0.708144796380091,0.725908372827804,0.726422821100249,0.709302325581395,0.71392146863845,0.747832369942196,0.747607655502392,0.681362725450902,0.683669095585084,0.694581956157643,0.686701750236518,0.682554372975474,0.693754055807917,0.69795075425014,0.683669095585084,0.683669095585084,0.694438202732717,0.689896588527144,0.704272506629809,0.753465943339361,0.706273911124191,0.691533167658466,0.72427293064877,0.762745679423782,0.729106115886463,0.725182918249613,0.72590444087328,0.732052006783493,0.755814905814906,0.757575757575758,0.73388909704009,0.732484076433121,0.72427293064877,0.725514371897688,0.696803196803197,0.72463768115942,0.718390804597701,0.724455305904095,0.726744186046512,0.738007380073801,0.769927536231884,0.763507788938422,0.759268664296597,0.719748088169141,0.740131578947368,0.735294117647059,0.759268664296597,0.734530175706646,0.731375985977213,0.738136431043005,0.762910798122066,0.754833320988184,0.769927536231884,0.806302131603336,0.796877760920297,0.780268884123255,0.794952351652926,0.822368421052632,0.821401447799068,0.793166564978645,0.807397383852052,0.809935205183585,0.813870812736512,0.864125105405539,0.862173649058895,0.856880900097345,0.854779411764706,0.840900190220432,0.838165524512388,0.863677036371913,0.868055555555556,0.859665427509294,0.859665427509294,0.863728470111449,0.844111969111969,0.842127479949346,0.851383870530567,0.872410168008515,0.889570552147239,0.882752376641014,0.882752376641014,0.897231096911608,0.907398790134947,0.878165855838966,0.875118259224219,0.869249394673123
