"RegionType","RegionName","City","State","Metro","CBSATitle","SizeRank","MarketHealthIndex","SellForGain","PrevForeclosed","ForeclosureRatio","ZHVI","MoM","YoY","ForecastYoYPctChange","StockOfREOs","NegativeEquity","Delinquency","DaysOnMarket"
"Zip","01038","Hatfield","MA","Springfield, MA, MA","Springfield, MA",,6.00859233402698,100,,,308200,0.292873413602343,1.78335535006605,0.0381992212848798,,0.0336787564766839,0,88
"Zip","01040","Holyoke","MA","Springfield, MA, MA","Springfield, MA",,1.41437873397328,76.47,0,6.92,197100,0.870010235414534,5.06396588486141,0.056595636732623,,0.0723431498079385,0.0884955752212389,74
"Zip","01050","Huntington","MA","Springfield, MA, MA","Springfield, MA",,2.64147143720212,66.67,,,209500,-0.0477099236641221,9.80083857442348,0.0345536992840096,,0.0417910447761194,0.142857142857143,88
"Zip","01053","Northampton","MA","Springfield, MA, MA","Springfield, MA",,9.10720279250856,100,,,276600,0.728332119446468,10.8617234468938,0.0467172812725958,,0.0289256198347107,0,78
"Zip","01054","Leverett","MA","Greenfield Town, MA, MA","Greenfield Town, MA",,7.95260790763241,100,,,331900,0.697815533980583,1.15818348064614,0.0989304007231093,,0.0364963503649635,0,96
"Zip","01056","Ludlow","MA","Springfield, MA, MA","Springfield, MA",,4.87413573202658,100,0,,219300,0.550206327372765,1.15313653136531,0.065982672138623,,0.058842759071592,0.0611111111111111,93
"Zip","01057","Monson","MA","Springfield, MA, MA","Springfield, MA",,0.426260320869974,50,0,4.19,,,,,,0.0800762631077216,0.0476190476190476,78
"Zip","01060","Northampton","MA","Springfield, MA, MA","Springfield, MA",,7.58944753977311,100,0,0,314400,1.51759767516952,9.31849791376912,0.0285368956743002,,0.0519287833827893,0,78
"Zip","01062","Northampton","MA","Springfield, MA, MA","Springfield, MA",,5.48432570316171,75,0,0,299700,0.705645161290323,8.86305848165637,0.0251418084751418,,0.0325909831613254,0.0166666666666667,78
"Zip","01069","Palmer","MA","Springfield, MA, MA","Springfield, MA",,0.932402497147077,100,0,192.31,,,,,,0.0813844714686623,0.0574712643678161,78
"Zip","01071","Russell","MA","Springfield, MA, MA","Springfield, MA",,3.43693361079412,,,,220300,1.0087116001834,1.42725598526704,0.065724012709941,,0.0743801652892562,0.111111111111111,78
"Zip","01072","Shutesbury","MA","Greenfield Town, MA, MA","Greenfield Town, MA",,6.07504866751695,100,,,252100,1.08259823576584,1.44869215291751,0.139869099563665,,0.0418250950570342,0.272727272727273,96
"Zip","01073","Southampton","MA","Springfield, MA, MA","Springfield, MA",,2.44814392159495,50,,,306900,0.261352499183273,5.60908465244322,0.0276865428478332,,0.0395528804815133,0.0434782608695652,88
"Zip","01075","South Hadley","MA","Springfield, MA, MA","Springfield, MA",,3.10062428676915,100,0,1.87,238100,0,5.91637010676157,0.0370138597228056,,0.052496328928047,0.020979020979021,80
"Zip","01077","Southwick","MA","Springfield, MA, MA","Springfield, MA",,2.61462039336779,100,0,0,249900,0.200481154771451,3.56402818068794,0.0530452180872349,,0.059010152284264,0.053763440860215,78
"Zip","01081","Wales","MA","Springfield, MA, MA","Springfield, MA",,6.79062898570182,,,,211400,0.666666666666667,6.39154504277806,0.042251655629139,,0.0669642857142857,0,78
"Zip","01082","Ware","MA","Springfield, MA, MA","Springfield, MA",,0.73034839229375,87.5,0.0625,20.94,189500,0.105652403592182,7.36543909348442,0.0475197889182057,,0.0981684981684982,0.141791044776119,88
"Zip","01085","Westfield","MA","Springfield, MA, MA","Springfield, MA",,1.20158421158623,90.48,0.0465,59.67,257200,0.547302580140735,4.12955465587045,0.060291601866252,,0.057281758613401,0.0922509225092251,67
"Zip","01089","West Springfield","MA","Springfield, MA, MA","Springfield, MA",,2.10646438880311,100,0.087,4.16,220800,0.72992700729927,6.56370656370656,0.0528532608695653,,0.0728070175438597,0.0481927710843373,70.5
"Zip","01095","Wilbraham","MA","Springfield, MA, MA","Springfield, MA",,2.98180841780224,77.78,0,1.97,292700,0.411663807890223,4.38659058487874,0.0481551076187223,,0.0582205822058221,0.0563380281690141,100.5
"Zip","01096","Williamsburg","MA","Springfield, MA, MA","Springfield, MA",,7.0705511176747,100,,,254900,0.314836678473042,5.15676567656766,0.048395449195763,,0.0459016393442623,0,88
"Zip","01098","Worthington","MA","Springfield, MA, MA","Springfield, MA",,2.78713835000336,100,,,241000,-0.0829187396351575,2.24862112855325,0.0638257261410788,,0.0564971751412429,0.1,88
"Zip","01104","Springfield","MA","Springfield, MA, MA","Springfield, MA",,2.29979190441028,100,0.0952,4.67,144400,1.12044817927171,9.55993930197269,0.0816897506925207,,0.106410256410256,0.136546184738956,71
"Zip","01105","Springfield","MA","Springfield, MA, MA","Springfield, MA",,0.0677988856816809,,0,36.5,,,,,,0.198529411764706,0.111111111111111,77
"Zip","01106","Longmeadow","MA","Springfield, MA, MA","Springfield, MA",,1.22709270322884,71.43,0.0312,1.79,348200,0.143802128271498,3.32344213649852,0.0404106835152211,,0.0568720379146919,0.0256410256410256,79
"Zip","01107","Springfield","MA","Springfield, MA, MA","Springfield, MA",,3.96522789823454,66.67,0,0,151900,1.26666666666667,10.8759124087591,0.0787096774193548,,0.124324324324324,0.0869565217391304,77
"Zip","01108","Springfield","MA","Springfield, MA, MA","Springfield, MA",,0.642411223736323,77.78,0.15,5.64,160400,0.817096165933375,9.18992511912866,0.0617768079800498,,0.1239092495637,0.0892018779342723,69
"Zip","01109","Springfield","MA","Springfield, MA, MA","Springfield, MA",,1.06531516412701,100,0.0625,10.56,132600,0.454545454545455,7.71730300568643,0.0523076923076924,,0.119945479327578,0.143939393939394,84
"Zip","01118","Springfield","MA","Springfield, MA, MA","Springfield, MA",,2.00040276565751,100,0.0294,4.08,175300,0.458452722063037,6.3068526379624,0.0607586993725042,,0.0879940343027591,0.0677966101694915,71
"Zip","01119","Springfield","MA","Springfield, MA, MA","Springfield, MA",,1.0203396657045,100,0.1667,5.46,165000,0.426049908703591,6.24597553122988,0.0534787878787879,,0.0983690112130479,0.119170984455959,71
"Zip","01128","Springfield","MA","Springfield, MA, MA","Springfield, MA",,5.01376115996509,100,,,190800,0.845665961945032,5.7649667405765,0.0647379454926624,,0.0693548387096774,0.0930232558139535,77
"Zip","01129","Springfield","MA","Springfield, MA, MA","Springfield, MA",,1.30563200644425,100,0.0769,3.83,175900,0.342270393610953,4.45368171021378,0.0664070494599205,,0.0725462304409673,0.137254901960784,77
"Zip","01151","Springfield","MA","Springfield, MA, MA","Springfield, MA",,1.54662012485735,66.67,0.1111,7.59,148100,1.23034859876965,11.1861861861862,0.0629237002025658,,0.130645161290323,0.0987654320987654,77
"Zip","01201","Pittsfield","MA","Pittsfield, MA, MA","Pittsfield, MA",,1.37007451164664,80.95,,,163400,0.368550368550369,4.54254638515675,0.0302998776009793,,0.095075016307893,0.039451114922813,84.5
"Zip","01220","Adams","MA","Pittsfield, MA, MA","Pittsfield, MA",,0.87064509632812,66.67,,,140700,0.571837026447462,5.94879518072289,0.0401421464108032,,0.115451388888889,0.0601503759398496,94
"Zip","01223","Becket","MA","Pittsfield, MA, MA","Pittsfield, MA",,3.13821574813721,100,,,221600,0.36231884057971,11.2449799196787,0.0405370036101083,,0.0909090909090909,0.0571428571428571,94
"Zip","01225","Cheshire","MA","Pittsfield, MA, MA","Pittsfield, MA",,0.893468483587299,100,,,199400,-0.2002002002002,7.26196880043034,0.00844533600802411,,0.0847107438016529,0.0487804878048781,94
"Zip","01226","Dalton","MA","Pittsfield, MA, MA","Pittsfield, MA",,0.363831643955159,,,,185100,0.0540540540540541,4.22297297297297,0.0311885467314965,,0.0896739130434783,0.0808080808080808,94
"Zip","01230","Great Barrington","MA","Pittsfield, MA, MA","Pittsfield, MA",,2.94690206081761,66.67,,,375900,0.293489861259338,16.8479950264221,-0.00750997605746206,,0.0503067484662577,0.024390243902439,94
"Zip","01235","Hinsdale","MA","Pittsfield, MA, MA","Pittsfield, MA",,3.64100154393502,100,,,204700,0.146771037181996,8.70950610727562,0.0192623351245726,,0.0802752293577982,0,94
"Zip","01238","Lee","MA","Pittsfield, MA, MA","Pittsfield, MA",,2.23266429482446,100,,,246000,0.531262770739681,5.53410553410553,0.0307113821138212,,0.0882852292020373,0.0384615384615385,94
"Zip","01240","Lenox","MA","Pittsfield, MA, MA","Pittsfield, MA",,1.42847553198631,83.33,,,326500,-0.396583282489323,4.17996171027441,0.00635528330781021,,0.0536672629695886,0,94
"Zip","01247","North Adams","MA","Pittsfield, MA, MA","Pittsfield, MA",,0.365845472242733,50,,,136200,0.368459837877671,6.3231850117096,0.0398311306901615,,0.120051085568327,0.0425531914893617,77
"Zip","01254","Richmond","MA","Pittsfield, MA, MA","Pittsfield, MA",,4.38343290595422,100,,,370700,-0.322667383705297,10.7559008066926,0.0242891826274616,,0.0597826086956522,0,94
"Zip","01255","Sandisfield","MA","Pittsfield, MA, MA","Pittsfield, MA",,2.08766865811908,100,,,253100,-0.471883602044829,2.59424402107823,0.0512011062821018,,0.0972222222222222,0,94
"Zip","01257","Sheffield","MA","Pittsfield, MA, MA","Pittsfield, MA",,6.77116197892193,100,,,289700,0.695168578380257,15.0973381009138,-0.00348981705212292,,0.0532544378698225,0,94
"Zip","01262","Stockbridge","MA","Pittsfield, MA, MA","Pittsfield, MA",,0.920990803517487,100,,,395800,-1.41967621419676,0.815078960774325,-0.0134209196563921,,0.0703125,0,94
"Zip","01266","West Stockbridge","MA","Pittsfield, MA, MA","Pittsfield, MA",,1.67013492649527,75,,,409800,0.19559902200489,4.43425076452599,0.0207735480722304,,0.0692307692307692,0,94
"Zip","01267","Williamstown","MA","Pittsfield, MA, MA","Pittsfield, MA",,7.31221051218366,100,,,293400,1.41721396474248,16.6136724960254,0.0220040899795502,,0.0689238210399033,0.0175438596491228,94
"Zip","01270","Windsor","MA","Pittsfield, MA, MA","Pittsfield, MA",,3.10398066724844,,,,211000,0.237529691211401,21.6839677047289,-0.00284360189573463,,0.142857142857143,0,94
