"RegionID","RegionName","City","State","Metro","CountyName","SizeRank","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03"
192689,"Paradise","Las Vegas","NV","Las Vegas","Clark",1,86212,86560,86647,86629,86998,87179,87161,87237,87342,87539,87976,88252,88352,88578,88628,88485,88405,88615,88600,88507,88733,89356,89797,90040,90090,90190,90308,90107,89425,88784,88501,88340,88158,88087,88071,88058,88518,88793,88879,89117,89430,89741,90385,90867,91360,92124,92794,93112,93150,93214,93592,94118,94575,94873,95132,95425,95499,95191,94986,95091,95275,95689,96293,97139,98129,98963,99452,99805,100360,100906,101263,101522,101697,101823,102095,102231,102155,102337,102993,104073,105188,106113,106865,107505,108616,110069,111638,113453,115859,118760,122300,125866,129322,132767,136945,141879,147054,151801,156672,161053,164857,168130,170416,172096,174329,177200,179402,180691,181376,182015,182783,184644,187095,189245,190876,193154,195868,198202,199897,202048,204381,206230,207120,207464,207143,206322,205739,205011,203472,201853,200578,198491,195469,192758,190311,187664,184878,182314,179397,175992,171649,166787,161817,158085,155156,152131,148457,144335,139554,134878,130697,126447,121825,117193,112591,107662,102663,97814,93172,88914,85442,82632,79885,77466,75781,74353,73418,73026,72440,71639,71302,70939,70716,70584,70308,69630,68902,68193,67382,66156,65018,64007,63065,62180,61100,59818,59026,58694,58830,59587,60239,60691,61251,61993,62809,64200,65907,67371,68404,69823,71582,73021,74247,75721,77717,80105,82164,83809,85480,87107,88426,89124,89214,89421,90462,91635,92341,92875,93458,93715,93937,94572,95660,96701,97406,98086,98876,99769,100770,101868,103077,104341,105108,105690,106330,107084,107799,108467,108958,109623,110490,111135,111624,112344,113232,114007,114742,115586,116304,117035,117781,118692,120046,122025,123863,125371,126877,128927,131702,134831,137878,140331,142376,144091
27080,"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2,148898,148011,147822,147643,147287,147239,147318,146865,146260,146052,145983,146347,147393,148595,149135,149636,150227,150924,152218,154531,157995,162066,165490,167945,170207,172095,173044,173979,175808,178424,181125,183735,186017,188195,190496,192789,195115,197753,201037,204443,207537,210228,212726,214975,217568,220420,223389,226786,230627,234214,237343,239557,240834,242094,243956,245989,247774,249316,251167,253031,254715,256628,259137,261764,264144,266109,268167,271056,274461,277911,281130,284514,288415,292500,296292,300850,306091,311662,317938,324986,331733,337660,343548,349386,354644,359334,365663,373398,381662,388812,395406,402113,410441,419742,429162,438199,448588,460230,470831,479961,489730,500479,509035,514656,518974,523917,529526,535286,539121,543404,549810,556102,560332,566063,572866,578219,582452,585698,587642,590230,593472,594906,594694,593464,589883,582969,576302,572004,568192,563207,557760,553544,550000,545357,539889,533949,527680,521486,514385,506610,499889,494294,487293,478366,468946,460367,451232,443233,437748,434427,431305,428717,426631,424957,422682,419386,415162,410611,409049,411297,414113,415449,417575,419928,421980,424566,427866,428586,429075,429566,426659,420397,417008,413682,409320,404039,397804,390309,384759,381466,379216,377701,376323,374722,372540,370636,367949,365377,364197,364972,366040,368152,370131,371912,373921,376406,377903,381127,387258,395512,402249,406679,411715,419275,428006,438566,451117,462557,470709,476536,480600,483654,486449,489691,493118,496611,499695,501900,503741,504470,503992,504766,507383,509190,512006,515160,516899,518636,522611,525972,528362,529427,529221,528966,530193,531717,533966,537766,541189,544633,547904,550564,553859,560439,567957,574744,580381,586893,594195,601153,605971,609002,611086,612555,612841,613809,618479,624082,628400,632200,636010,640111,645021,648626
118208,"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",3,119601,120102,120095,119792,119595,119560,119600,119633,119792,120132,120440,120811,121127,121364,121697,122272,122984,123898,124760,125488,126805,128771,130484,131272,131578,131596,131242,130651,130182,129931,130005,130229,130494,130880,131433,131851,132233,132817,133836,134621,134744,134642,134868,135299,135939,136609,137191,137736,138410,139044,139621,140321,141123,141837,142434,142964,143444,144130,144949,145737,146366,147043,147886,148897,149853,150870,152195,153947,155831,157490,158877,160166,161483,162893,164690,166932,169336,171618,173886,176237,178558,180829,183453,186272,188984,191657,194666,198177,202155,205907,209669,214048,218951,223851,229173,235444,243116,251365,258905,265833,273296,281122,288010,293641,298705,304009,309756,316159,322786,329955,337645,345227,353083,362055,370680,378441,386810,394672,401017,406692,411791,416268,420313,422965,424056,424793,425315,426232,427079,427345,427176,427798,427904,426660,424202,420862,416614,412611,408255,402690,397455,393179,386910,378265,369043,358860,347747,337212,327528,318359,308961,299508,290512,281753,272731,263398,253285,242215,233096,227812,223770,219297,216921,215822,213780,211849,211034,209314,208123,209719,211925,212552,212999,213482,213806,214424,214634,214090,213465,213258,213424,213826,215122,215917,214969,212998,211771,210366,209163,208865,209323,209972,211624,213782,214904,215529,217065,218977,220006,221460,223822,226404,229928,235431,240575,245067,249337,253143,256325,259636,262079,264219,266402,267887,269157,271257,273964,276429,278653,280582,282396,284455,286981,289600,292830,296720,300474,304128,307522,310147,312196,313933,314982,316689,319895,323079,325772,328560,331224,333672,335939,337625,339547,343246,348167,353344,357155,361676,367584,372944,376455,380057,384051,387895,390791,393796,399493,406846,412777,416830,420516,425391,430984,435425
192820,"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",4,74945,75079,75266,75477,75833,76255,76444,76537,76766,77218,77654,77941,78035,77889,77589,77310,77146,76951,76836,77064,77463,77773,78021,78103,78018,78028,78059,77986,77956,78094,78196,78122,78052,78082,78162,78308,78545,78820,79309,80062,80803,81408,81959,82423,82821,83183,83430,83875,84692,85468,85757,85718,85593,85525,85603,85815,86177,86648,86963,86978,87073,87419,87855,88400,88934,89395,89723,90025,90340,90739,91114,91372,91593,91958,92383,92634,92627,92538,92716,93147,93655,94410,95362,96271,96994,97604,98397,99269,100166,101542,103783,106498,109182,111582,113936,116165,118548,121415,124883,128510,132577,136453,139387,141272,142697,143926,145399,147398,149051,150173,151099,152426,153834,155186,156407,157634,159013,160630,162611,164944,166857,168155,169267,170011,169793,169287,168897,168593,168077,167950,168154,167453,165218,163227,161480,159778,158008,156240,154087,151702,148196,144541,141042,137737,133727,129022,124034,119626,115002,110126,105733,101719,97058,92527,88580,84112,78548,73132,69070,66340,63516,60366,57277,55636,54936,53135,50808,49145,49667,51549,52300,50671,50197,50857,50984,49445,47218,45784,45251,44681,43775,42986,42673,42723,42201,41240,40952,40532,41249,42925,43407,43861,45219,44989,44234,44644,45450,46568,47467,48620,50096,50738,51117,52031,52953,54170,55639,56949,58283,59487,60734,62077,63105,64158,65391,66184,66379,66790,67320,67699,67756,67657,67733,68107,68086,68290,69276,70123,70225,70561,71153,71869,72339,72694,73004,73536,73550,73709,74559,75481,75819,76399,77304,78506,79574,80277,80846,81627,82098,82898,84454,86049,87275,89072,90945,92318,93619,95092,96886,100260,103928,106554,108666,110701
192796,"Spring Valley","Las Vegas","NV","Las Vegas","Clark",5,83064,82767,82363,82208,82525,82935,83054,83325,83896,84509,84665,84438,84359,84549,84804,84687,84483,84507,84726,84769,84979,85243,85496,85820,86014,86128,86373,86701,86893,86954,86851,86750,86599,86466,86344,86432,86764,87200,87548,87918,88190,88346,88470,88648,88979,89443,89824,90163,90539,90884,90937,90885,90897,91022,91276,91673,91967,92165,92586,93147,93519,93812,94317,95000,95565,96126,96756,97233,97731,98502,99192,99547,99859,100107,100149,100085,100036,100039,100287,100986,101765,102583,103416,104262,105186,106396,107981,109969,112097,114449,117348,120649,124114,127619,131529,135714,140590,146347,152558,157598,162472,167828,172878,176373,179262,181946,184292,186158,187430,187759,188358,190535,193108,194630,195932,197495,198875,200102,201814,204034,206275,207784,208715,209549,209712,209126,208003,206463,205014,203730,202017,199644,196686,193582,190691,188252,185952,183197,179422,175366,170824,165708,160238,155571,151665,147706,143346,139156,134963,130729,126772,122751,118461,114282,110110,105527,100850,96371,91927,86815,82171,78672,75864,73810,72953,72307,71635,71382,71046,70725,70488,70269,69944,69769,69359,68917,68134,67174,66466,65871,65297,64667,63862,63061,62476,61784,61316,60911,60660,60991,61444,61697,61713,62011,62920,64451,65984,67485,68878,70494,72397,74123,75668,77109,79047,81118,82872,84392,86147,87784,89389,90443,90795,90935,91313,92005,92994,94095,95248,96276,96758,96899,97131,97510,98108,98879,99520,99807,100045,100511,101204,102158,102911,103365,103901,104735,105234,105752,106261,106707,107199,107710,108127,108752,109660,110703,111921,113228,114360,115361,116713,118601,120800,122931,124804,126449,128504,130989,133379,135328,137301,139209,141331,143294
268496,"Southeast Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",6,106017,105897,105697,105737,105998,106313,106567,106912,107403,107723,108070,108733,109332,109858,110511,111005,111463,112227,112941,113334,114158,115915,117846,119241,120317,121101,121275,121014,120693,120415,120067,119769,119859,120113,120218,119916,119461,119371,119980,120404,120288,120268,120778,121391,122181,123245,124211,124833,125379,126018,126741,127359,127699,127712,127852,128371,128840,129120,129584,130397,131477,132583,133389,134232,134891,135214,135543,136363,137357,138486,139475,140419,141526,142715,143812,144821,146206,148120,150227,152134,154006,155667,157628,159747,161400,162995,165391,168534,172053,175199,178104,181575,185454,189202,193075,197360,202582,207996,212745,217687,223967,231182,238503,245152,251174,257179,263801,270976,277718,284171,291670,300138,308249,316280,323869,330020,335616,341445,346782,351958,357385,362982,368122,372029,374016,375547,377527,380403,382495,383452,383252,383057,383037,382887,382119,379222,374820,370841,366339,360288,354805,350394,345232,339308,332788,326051,317968,307694,295516,283588,272087,260788,249579,238613,227606,216206,204208,191737,181419,175627,172223,168198,164999,163369,162302,161389,160355,158649,157799,157835,157367,155881,155430,155584,155708,155821,156390,156608,156994,158225,160045,161934,164244,166775,168665,169856,170697,170771,170345,170076,170337,170639,171552,173325,174994,175995,176699,177967,179981,183002,185703,187913,191000,195657,199747,203129,205562,207075,209168,212307,214304,215552,217310,219534,221458,223598,225875,228342,231211,234018,235628,236548,237534,238194,239109,240913,243853,246794,249334,251967,254860,257168,258871,260670,262234,263526,265831,270347,274854,278523,281492,284172,287369,291591,294916,297943,301756,305881,309077,310958,311956,312957,314881,317491,319669,322156,326411,330912,334659,338977,343483,347421,350861,353564
41466,"Van Nuys","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",7,95947,94757,93949,93363,93288,93818,94152,93421,92364,91986,91796,90942,89857,88336,86912,86142,85493,84510,83815,83756,84819,86628,88150,88931,89127,88808,88808,89946,91894,93824,95772,97793,99650,101296,102995,104263,105957,108742,111958,114150,115290,116094,116911,118294,120384,122453,123770,125175,126661,128153,129458,130439,131228,132220,133271,134673,136351,137524,138290,139829,142324,145322,148057,150370,152804,155858,158870,161409,163672,165925,168525,171744,175300,178382,181117,184028,186988,190166,194403,199190,203336,206328,208935,212036,216159,220335,224788,230030,235975,241235,246023,250478,255577,261839,270161,279328,288054,295752,303578,311601,318916,325258,331326,337385,343080,349114,354769,360515,366139,372028,378628,385503,391853,398018,403368,407803,412404,415562,417446,418603,420012,421088,421195,420436,419500,417008,414287,411449,407553,405149,405187,405075,402671,400713,398910,395566,390484,386768,383808,381150,378414,375446,369202,358505,347410,338660,330219,322522,316169,310286,304645,299323,293918,288742,284013,278900,273067,266500,261953,258447,254922,252905,250221,244689,240536,238828,236565,234598,233772,232893,230833,227745,225386,223331,220987,221563,223883,223988,222804,222792,221910,220609,219591,218009,216317,214625,213506,212474,211481,209710,208234,208577,211948,215260,215923,216854,218577,220715,224139,228003,229083,229958,232719,237117,242203,247383,252216,257185,261681,265045,268065,270627,273052,276949,279800,279182,277800,278502,281761,287189,292315,295168,297087,298521,300512,303435,310012,315576,317867,319792,324002,326856,328539,331204,334592,337206,338394,340468,343179,347120,350517,352909,354789,356842,358603,360106,361193,362827,365723,367405,367851,369881,373146,375330,376424,379098,383124,386931,390386,394452,400074,405071,408442,410547
32059,"Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",8,140539,139470,138167,137346,137459,138625,140306,141546,142260,143235,144751,146091,146700,146971,147336,147899,148729,149829,151128,152191,152592,153254,154548,155959,157424,159215,160425,160870,161225,161798,161757,161927,163133,165147,167091,168390,169565,171284,173248,174621,175332,176012,177963,180586,183489,186380,190343,194376,198013,201021,205129,209188,212788,215648,218207,220455,223572,226960,229756,232590,235890,239070,242156,245258,248149,251197,254842,258579,262122,264754,266269,268786,273388,279049,285245,292450,298669,303746,308736,314560,320440,326399,332498,338016,342549,347624,354655,363448,374080,384283,393473,402931,413250,424469,437369,451924,467336,481074,490952,499128,509356,522101,533757,543897,553501,563348,572819,580801,586946,594332,602919,611469,618180,626371,635282,641386,645101,648077,648575,650561,655235,659417,662400,663167,660031,654947,651717,650906,649970,648731,647607,646257,643338,638345,633417,629726,625893,619647,611847,604518,597876,590139,582097,573508,563435,552626,540960,531030,524460,520165,515914,511983,508677,506196,502860,498125,492813,487427,483483,481410,478381,474975,474573,476198,476780,476179,474604,471851,471573,473122,472206,467304,463923,460502,456804,452284,447922,444107,441818,438585,434063,430735,431497,434939,437872,439097,436448,431068,427293,426492,427912,431458,433546,433950,434168,434962,437380,442487,448003,452988,458667,463440,468186,476722,489759,503808,515102,522984,528099,530289,533699,542201,549694,552877,555984,559062,561415,566780,574027,578498,580671,586910,595795,601652,606265,614196,622431,628526,635216,641652,647289,652916,657439,661698,668721,678711,688677,697220,703495,711162,720013,725036,725463,727917,732908,738103,739424,738373,738859,742002,743726,744792,743526,741144,740241,743006,747518,750223,751403,754804,760009,765205,771180,776468
273566,"East Side","El Paso","TX","El Paso","El Paso",9,58774,58532,58469,58568,58780,59136,59479,59621,59521,59295,58965,58670,58613,58568,58328,57928,57548,57330,57311,57338,57447,57741,58096,58383,58651,58844,58939,58864,58721,58700,58856,59043,59120,59171,59273,59275,59084,58981,59038,59209,59411,59692,60044,60477,60928,61340,61618,61767,61862,61898,61852,61896,61770,61179,60409,59999,59818,59613,59300,58877,58255,57543,56978,56610,56514,56502,56425,56209,55946,55708,55478,55381,55695,56061,56201,56252,56340,56486,56739,57067,57490,57874,58027,58032,57972,58192,58484,58743,58960,59076,59139,59390,59535,59652,60140,60790,61284,61875,62591,63108,63445,63792,64082,64206,64591,65253,65989,66725,67516,68071,68440,68856,69481,70308,71088,71630,72130,72728,73408,74304,75392,76275,76904,77222,77481,77931,78446,78674,78560,78517,78830,79248,79510,79959,80997,82440,83585,84405,85216,86234,87047,87108,86533,86229,86154,85839,85290,84670,83912,83047,82256,81487,80895,80474,79966,79233,78412,77350,76825,77207,77805,77795,77768,77949,78530,79073,79570,79532,79167,78879,78394,77882,77924,78414,78892,79301,79179,79133,79117,79433,79884,79967,79079,77863,76784,76175,75685,75310,75366,75656,76022,76175,77025,78731,80347,80968,81393,81636,81714,81973,82156,82009,81804,81782,81531,81711,82084,81716,80417,79406,78812,78164,76961,75626,74935,74808,73704,72292,71998,72659,73138,73448,73379,73245,73291,73539,73660,73621,73821,74249,74970,76050,77249,78113,78670,78850,79259,80073,80244,79522,78986,78495,77604,76873,76861,77205,77784,78596,79795,80769,81596,82440,83364,83954,84419,84648,84905,85264,85793,86007,85908,85849,86028,86180
35521,"Enterprise","Las Vegas","NV","Las Vegas","Clark",10,108821,108091,107843,108859,109990,110464,110602,111054,111595,112250,112975,113308,113360,113465,113272,112949,112908,113014,113342,113651,113956,114153,114470,114997,115617,116123,116432,116305,116163,116291,116439,116640,116739,116544,116329,116284,116377,116807,117633,118468,119019,119440,119944,120531,121028,121243,121444,121979,122646,123368,124123,124703,125317,126145,126871,127390,127920,128507,129076,129387,129664,130493,131748,132874,133680,134757,136309,137895,139171,140525,141697,142238,142742,143782,144769,145200,145247,145307,145550,146093,146540,147340,148838,150509,151685,152972,154762,156958,159536,162642,166540,171397,177231,182321,186142,189758,194728,200231,206665,213387,220245,225996,229892,232176,234763,239060,244195,250302,256064,258486,257117,256301,256661,257128,258399,259573,260880,262279,263888,265504,267749,269675,271882,274226,275023,273857,271974,270191,267831,264969,262583,260039,256396,253271,250516,246592,242415,238971,235010,230486,225185,218858,211347,204839,199339,193706,187608,181968,176294,170749,165619,160726,155751,150511,145129,139540,134068,128745,123702,119469,116728,115033,113461,112224,111612,111438,111799,112203,111622,110942,111077,110699,109480,108600,107998,107094,105954,104922,104096,102995,101868,100898,99694,98519,97909,97275,96485,95969,95989,96859,97560,97972,98742,100194,101895,104034,105935,107433,109401,111664,113619,115123,117105,119756,122872,126560,130464,134016,137304,140155,142252,143982,145253,146385,147847,149149,150284,151014,151520,152172,152753,152997,153444,154179,155117,155977,156625,157392,158282,159057,159906,160956,161783,162136,162058,162448,163250,164080,164518,164907,165605,166487,167140,167746,168654,169791,171300,172679,173983,175443,177353,179743,182864,186156,189272,191708,193846,196573,200092,203466,206981,209731,211981,213984
