"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09","2019-10","2019-11","2019-12"
"Powers","Colorado Springs","CO","Colorado Springs","El Paso County",251,219000,219000,215950,219800,219000,219000,219000,219900,219900,219950,219250,219000,218150,215900,213700,210000,210874.5,215000,219000,219800,215000,210000,212259,213000,210000,209650,209950,212500,210000,215000,217500,218000,219500,215000,215000,216250,219000,218000,220000,225000,225000,224900,222000,224900,222500,220000,225000,225000,224950,224900,227499.5,232900,234947.5,234947.5,239900,240000,244900,244999.5,240453,249800,254200,249900,249900,250000,250000,245000,249900,249900,249900,249900,254950,259900,268900,260995,264682.5,265120,265240,269900,270000,269900,267500,270000,272500,275000,280000,282500,293900,293900,295000,295900,299900,295000,296950,297900,300450,299900,302500,309900,307000,310000,312000,314900,314900,315000,315000,314974.5,317000,319000,319250,320000,322450,329800,331500,334900,335000,332000,330500,335000,339450,335000
"Arleta","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",252,270000,259900,260000,269900,274000,274000,289000,280000,279949.5,277450,275000,270000,270000,269000,265000,274900,270000,274900,270000,267450,264900,259450,250000,253000,259800,249900,244950,248450,254500,259450,259900,262250,259700,270000,274500,280000,289900,319900,319900,317450,325000,345000,349000,350000,349000,345000,350000,357000,364900,364900,359975,359900,369450,369900,389900,380000,375000,374750,380000,380000,389925,389990,389970,399900,399900,399900,399949.5,399000,405750,402400,422375,425000,425000,429900,430000,439900,427500,425000,424000,415000,429900,414900,435000,445000,449000,449000,447000,449250,460000,467000,460000,469000,479975,479450,484450,489000,489475,495000,499900,504500,499950,5e+05,519000,519000,514999.5,499950,498995,489000,489495,493995,502475,510000,515000,524999,525000,525236,529925,529925,529950,530000
"Silver Lake","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",253,644000,644000,649000,689000,672400,657444,658888,695000,695000,695000,649000,649000,607500,595000,569000,599000,619000,6e+05,6e+05,622450,625000,6e+05,625000,599000,599000,629000,615000,631500,649000,699900,674000,654444,650000,679000,669000,675000,680000,670000,685000,732000,750000,749000,749450,712000,722000,798000,799000,799000,799000,799000,799000,785000,849000,849000,864000,772500,854500,799000,789000,769000,754350,760000,759999.5,777500,799000,778200,785000,754499.5,776600,845500,899000,895000,899000,899000,899000,889200,888490,889700,888355,883175,899999,929900,956490,991490,979000,967000,953245,989900,1000695,993245,979900,999450,1065000,1095000,999000,999000,999000,999000,1082000,1137500,1100000,1177000,1199498.5,1199000,1099000,1084000,1117500,1150000,1197000,1199000,1199000,1199000,1199000,1199000,1199000,1199000,1199000,1199000,1200000,1249000
"Wakefield","New York","NY","New York-Newark-Jersey City","Bronx County",254,399000,399000,399000,389000,379000,379000,379000,385000,380000,380000,380000,369000,375000,369000,367500,359000,350000,350000,350000,349000,342500,340000,349000,357500,349000,350000,329000,334000,349000,349500,349000,349000,349000,350000,359000,359000,350000,340000,340000,359000,375000,375000,375000,375000,379000,375000,369000,379000,399000,389000,379000,399000,395000,399000,399000,395000,389000,392499.5,409000,409000,409000,419000,419000,419000,429000,429000,429000,435400,429000,425000,429000,425000,429000,419000,425000,425000,420000,429000,429000,449000,449000,439000,439000,450000,462000,459000,450000,449999,449000,449000,449000,449000,449999.5,439000,439000,439000,439000,439000,449000,450000,459000,459000,459500,459000,459000,462500,469750,474250,479000,480000,475000,464750,489000,491000,491500,489000,479000,469000,469000,469000
"Studio City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",255,679000,635000,689000,699900,699000,699000,699000,766500,7e+05,7e+05,7e+05,699000,685000,699000,699000,699900,749450,779000,749000,739000,719000,699000,699000,703400,741300,699000,749000,799000,804999.5,799450,799000,719000,739900,794500,799000,775000,799000,829999,855000,849000,824000,879000,939000,975000,970000,949000,934450,939000,999000,939000,875000,995000,995000,969000,989000,954950,949000,949000,894000,899950,899475,960000,1052500,1049900,1049000,1095000,1099000,1183950,1152000,1095000,1095000,1085000,1186000,1186000,1150000,1100000,1199000,1150000,1169000,1179500,1135000,1149500,1109500,1100000,1150000,1200000,1225000,1249000,1265000,1252449.5,1250000,1249700,1257000,1249000,1199000,1200000,1348997.5,1375000,1337475,1349000,1347000,1398900,1398800,1391500,1489900,1447499.5,1325000,1349000,1379000,1395000,1399250,1389000,1357500,1349000,1320000,1299000,1398997.5,1399995,1395000,1480000
"Dyker Heights","New York","NY","New York-Newark-Jersey City","Kings County",256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,738500,728000,769000,769000,787000,777000,777000,792000,785000,818000,858500,849000,840000,849000,844500,869000,847000,883500,859000,838000,879000,879000,875000,877000,845000,899999,919000,899000,869000,893500,875000,889000,946500,973940,969000,959000,929000,949499.5,929500,934900,948486,939000,963500,954000,998000,999000,999988,983500,1018999.5,999988,999000,975000,998000,1038000,988500,988000,998000,999000,999000,1048888,999000,992000,983999.5,983999.5,988000,988000,960000,981944,986500,988500,968000,968000
"Westchester","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",257,659000,650000,679900,639000,639999,649000,636000,649000,649000,639000,627000,614500,599000,609000,604500,619000,612000,599000,599000,599000,579000,589000,579000,565000,559000,569000,580000,610000,599000,589000,598000,604500,591000,589000,579450,592000,647000,659000,675000,699000,709000,735000,735000,735000,722000,729000,725000,729000,699000,764000,799000,799000,769000,799000,822500,829000,825750,819900,829000,799000,837000,829000,829000,834250,847000,850000,862000,890000,859000,857000,899500,899000,882000,892000,899000,939000,989000,992000,1e+06,998500,988800,995000,989000,987500,999000,1099000,1095000,1199000,1189000,1193500,1199500,1199000,1199000,1106000,1195000,1179000,1214500,1295000,1295000,1299999.5,1300000,1399000,1269500,1250000,1385000,1399000,1395000,1395000,1399000,1332000,1324000,1324500,1324900,1324900,1299000,1299000,1345000,1322000,1392000,1395000
"Cragin","Chicago","IL","Chicago-Naperville-Elgin","Cook County",258,185000,184700,179950,184500,174900,178000,167450,170777,168000,159000,162000,149000,140900,132250,139900,141900,139900,142500,137000,135000,134900,129900,135000,138250,139000,138250,139950,148900,140000,129450,149000,149000,147510,139900,139700,139950,139250,149900,149900,159900,162750,169000,178000,169900,189900,199700,184900,182000,190000,181950,199900,229000,215000,222000,224900,216450,210000,219000,217125,219000,229800,219000,2e+05,219000,215900,210000,216000,224500,224750,236950,247500,254900,249900,249700,249900,249900,249000,237250,239450,240000,249900,249900,250000,249900,241900,269900,269450,265000,269000,274950,274950,273900,274900,284400,276500,280000,273400,282499.5,279000,284950,272900,279500,272900,279900,288000,289000,280000,275000,276450,279900,269950,270000,278750,278500,269900,269500,265000,265000,267000,269000
"Mayfair","Philadelphia","PA","Philadelphia-Camden-Wilmington","Philadelphia County",259,129900,142000,141000,139999,136250,136250,137500,138000,138500,135000,129900,134900,134500,131400,134500,134900,137800,139900,139500,135000,134699.5,134900,129900,128250,129900,129449.5,126949.5,129449.5,129900,126500,124900,125000,124900,124900,124990,124875,122900,127000,128400,124901.5,122499,124900,124900,126247.5,124900,124400,124900,124900,119900,119450,122000,129900,128489,129900,129900,131000,129900,129900,126299,124900,120000,124900,125000,126949.5,125000,124900,125000,124950,129000,128900,129000,124950,125000,127999,129900,130000,133000,134949.5,139000,139900,145000,144950,140000,139000,139949.5,145000,149450,148995,154900,155000,159616.5,149949.5,159900,159900,165000,164950,168900,169500,165000,172449.5,172450,175000,184500,184500,184999.5,184900,181249.5,185000,189900,189350,189900,188944,194900,195000,195000,189000,199900,199900,199900,199000
"Chatsworth","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",260,387500,389900,387500,406400,399900,399950,419000,420000,399900,389950,379974.5,389000,379000,380500,388500,390000,395000,399950,399000,399250,389000,382450,374800,372449.5,359000,351888,377000,389000,399950,443500,445900,425000,425000,415000,434500,4e+05,409900,439500,449500,449450,475000,432449.5,469900,450000,507499.5,484499.5,482450,455000,472450,485000,432500,487450,499250,5e+05,499957.5,499925,549000,525000,519950,499000,505500,527000,527000,539975,549900,599000,599500,572000,554949.5,549900,579950,555000,560000,542500,569000,552500,557475,559950,591200,589499.5,565000,589000,589999,586200,599450,626220,639500,683994.5,675000,644494.5,647500,649500,649990,649000,648500,644499.5,676500,680000,686745,662105,665000,649950,694450,680000,689000,724500,699000,724749.5,725000,7e+05,699000,699000,679000,699990,699900,692000,699000,689000,692000,697000
"St. Albans","New York","NY","New York-Newark-Jersey City","Queens County",261,365000,349999.5,349250,349900,349000,349000,349000,349000,349000,349000,349000,349000,339000,330000,339000,346500,349000,349000,349000,349000,349000,349000,349000,349000,349000,349999,349999,349990,349000,349000,350000,349999.5,349000,349000,349000,358900,359000,359999,375000,375000,374999,369999,379000,379000,379900,379000,379000,379000,379000,389000,390000,389000,375000,374999,379000,379000,379900,389000,385000,389000,389000,396000,398000,379999,379999.5,375000,379999,389000,389000,409000,399000,399000,419500,429000,439000,439000,439999,449000,449999,459000,459000,457000,465000,485000,499999,510000,480000,472000,479999,479999,479900,469999,469000,476500,490000,489000,489000,479000,488500,479000,499000,499000,499000,499000,499000,519999,514500,514499.5,519499.5,519999,525250,520000,519000,525000,529000,530000,530000,529999.5,539000,539700
"Hollis","New York","NY","New York-Newark-Jersey City","Queens County",262,375000,375000,369900,375000,372499.5,369950,369000,365000,359000,356999.5,359000,349999,350000,349999,352500,359000,360000,359000,355000,350000,359000,350000,350000,349000,349900,349950,349000,349950,360000,369000,366250,359000,359000,359000,359000,369000,379000,382500,389000,387000,389000,389000,389000,389499.5,389949.5,399000,399000,399000,399000,399000,399000,399000,399000,399000,399000,399000,399999,419999,419999,419000,429000,429000,419999.5,399000,395000,399999,4e+05,407000,419000,427000,419000,419000,419000,425000,439000,439000,439000,459500,449000,465000,459000,450000,459000,462000,465000,469999,465000,469000,460000,472500,469500,479000,479000,490000,499499.5,519999,525000,534000,519999,539000,549000,549000,549000,549499.5,561444,559000,558900,567000,559000,548000,550000,549000,550000,549000,569000,559000,559000,559000,559999,577000
"Saugus","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",263,349900,349900,349000,349000,349838.5,350000,349000,349000,339000,330000,330000,333450,325000,329900,324900,324900,312500,309000,309450,314950,299900,289000,292500,289000,295750,289999,289999,295000,299000,299900,299900,299000,299900,305000,307850,319950,329450,349500,359000,397000,410000,415000,413550,410000,415000,4e+05,409900,399900,4e+05,415000,419000,419000,424993.5,429000,437000,427900,434750,433250,440000,439900,449000,449999.5,459999.5,449900,459999,470000,469000,471995,479000,494990,498490,499000,504990,499495,502450,499900,498250,499000,499999,5e+05,499000,499777,499900,5e+05,524993.5,524987,535000,549949.5,540000,545000,549350,549900,547000,539900,555000,553000,550000,550000,539000,545900,550000,559900,545450,550000,550000,549945,539000,539949.5,549999,549999,552500,570000,575000,579900,575000,564800,575000,566000,569450,566000
"Berryessa","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1034000,1030000,1099000,1088000,1150000,1183500,1150000,1149900,1124888,998400,999000,999500,1075400,1089000,1057500,1079000,1064500,1045000,1004539.5,998000,999000,1023444,1049500
"Throggs Neck","New York","NY","New York-Newark-Jersey City","Bronx County",265,439000,429900,425000,425000,426000,425500,425000,439000,439000,444500,439000,439000,429000,425000,426000,425000,414900,421500,410000,414950,405750,411000,399000,399000,404000,409000,399000,399000,399000,399000,399000,399000,399000,399000,398000,375000,379000,385000,386000,379000,382500,379000,379000,389000,399000,395500,399000,389000,395500,399000,383500,399000,399000,429000,429000,429000,409000,389500,419000,419000,399000,379499.5,379999,389000,435000,469000,469000,469000,447000,435000,392000,399000,427000,435000,427000,419900,419950,420000,437000,459499.5,492500,475000,434500,429000,429000,429000,429000,429000,449250,432450,429000,429000,429000,449000,449000,399000,399000,425000,430000,452000,467000,465000,495000,504500,525000,498200,466750,465000,475000,475000,481000,489000,499000,499000,469000,465000,459000,464000,464000,472500
"Downtown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572450,569000,549000,539000,549000,549500,579900,579500,615000,587000,560000,559000,549000,544000,566000,560950,575000,582000,598000,608000,599000,619000,629500,640000,649000,636250,650000,694000,699800,7e+05,699000,699000,699000,680000,677000,699000,699000,719450,739000,738999.5,761320,752500,780000,760885,751500,763640,758565,763640,789000,774000,768640,775000,750000,782000,750000,707500,725000,770000,796000,799000,810000,820000,806500,819500,829000,818000,775000,777000,726400,729000,731500,714900,699000,699000,685000,669000,679000,675000
"La Sierra","Riverside","CA","Riverside-San Bernardino-Ontario","Riverside County",267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304900,319450,314950,320000,331500,339000,335750,330000,338499.5,334900,332500,329950,330000,347400,334000,340000,354900,359900,354999,349800,350000,349945,349000,349999,369700,369900,359900,356500,369950,374900,369900,369949.5,360000,360000,359950,357000,364888,362444,370000,370000,377000,375000,380000,379999,379999,385000,399999,389450,399000,397000,4e+05,405000,405000,399900,399990,398850,399800,402500,399900,410000,415000,416500,419450,429450,432500,420000,425450,425000,414950
"Wolf Creek","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",268,79200,80055,78500,75900,80000,80000,85700,84900,84950,81500,84450,84900,83605,80000,76500,78000,78750,80000,80910,85000,80000,78000,75200,77720,71950,74850,79900,82500,74800,79999,81250,79900,82840.5,82840.5,74900,69000,69950,70750,74900,85000,85000,85000,91950,88500,89000,90950,89450,88000,89000,95000,89900,89450,88000,85000,91000,95000,99900,1e+05,102250,102250,102250,104500,92450,1e+05,105500,112000,107000,118500,119000,120998,123000,124950,120000,123250,120950,118000,120000,130450,129950,129900,134950,140999.5,134900,141750,139900,134900,132000,137125,139950,136350,138000,145000,147500,150500,149950,150000,153900,154950,154950,165000,161450,159900,156500,165713.5,169900,175750,179900,180000,178626,178000,178000,197000,203950,195000,190000,2e+05,199450,195000,184900,185000
"La Jolla","San Diego","CA","San Diego-Carlsbad","San Diego County",269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485000,1695000,1700000,1695000,1600000,1625000,1699999.5,1724999.5,1899000,1995000,1995000,1865000,1872000,1850000,1795000,1799000,1795000,1975000,2150000,2095000,1999000,1950000,2e+06,2097500,1996500,1995000,1895000,1911950,1899000,1985000,1899500,1939000,1850000,1850000,1785000,1895000,2200000,2100000,2162500,2100000,2150000,2295000,2275000,2195000,1999000,1899000,1995000,1998000,1895000,1870000,1850000,1849000,1898000,1965000,1997250
"Gateway - Green Valley Ranch","Denver","CO","Denver-Aurora-Lakewood","Denver County",270,155000,155000,153050,150000,152100,154900,155000,150000,154900,156000,150000,149900,150000,148250,146497.5,138300,139950,144700,144200,145900,147450,150800,150000,152000,152000,150000,150000,153550,158745,160000,164000,165000,165000,169900,164900,168700,171000,174500,182000,186475,189990,196000,202000,207950,209000,205000,206000,203949.5,2e+05,208450,214900,222500,225000,225000,229900,225000,225000,225000,235000,234000,239450,245000,249700,250000,250000,254900,257950,258900,259500,275000,277900,280000,284950,285000,285000,285000,284950,284900,285000,289000,290000,294950,294950,289000,285000,297750,298500,3e+05,310000,311000,315000,315000,318900,320550,322700,320000,324900,325000,325000,330000,335000,340000,344950,340000,337500,347120,347707.5,348750,344900,343170,345000,350000,345775,348500,350000,347150,349700,344900,349900,350000
"Southwest Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",271,349475,350000,350000,357400,349900,355000,374900,385000,374900,365000,354500,350000,349900,349000,339500,350000,372450,359500,374900,367500,374900,375000,379950,374450,375000,390000,418000,437000,440000,395000,390000,385000,389949.5,389900,389000,390000,399000,397000,395000,419000,402500,370000,421950,413750,425000,384900,424950,399700,389900,4e+05,399999,414900,419000,430000,417000,415000,415000,402450,399000,379999,397000,377400,408100,442000,452250,464900,449950,439900,432750,425000,449000,459900,479000,489900,479000,479000,495000,499000,462500,452500,492500,499000,499900,499900,519000,499949.5,514500,519500,530000,549000,544000,519450,497500,501450,517000,488974,475000,499450,5e+05,525000,518500,525000,495000,487450,499900,487450,487450,470000,495000,469950,474500,517000,549000,547450,550000,507500,499950,5e+05,531500,562500
