Zip,city,state,metro,county,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03
33125,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,1337.5,1575.0,1560.0,1532.0,1515.0,1450.0,1450.0,1450.0,1350.0,1337.5,1325.0,1325.0,1340.0,1457.5,1370.0,1300.0
33126,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,1372.5,1350.0,1300.0,1300.0,1350.0,1400.0,1400.0,1425.0,1400.0,1400.0,1400.0,1375.0,1394.5,1390.0
33130,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,1600.0,1600.0,1637.5,1650.0,1650.0,1650.0,1650.0,1690.0,1675.0,1695.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1700.0,1750.0,1750.0,1800.0,1850.0,1850.0,1875.0,1850.0,1850.0,1800.0,1850.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1850.0,1850.0,1850.0,1850.0,1850.0,1850.0,1900.0,1925.0,1950.0,2000.0,1950.0,1950.0,1980.0,1950.0,1950.0,1945.0,1975.0,1950.0,1950.0,1950.0,1925.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1950.0,1941.5,1900.0,1909.0,1900.0,1950.0,2000.0,2090.0,2100.0,2000.0,2000.0,2000.0,2001.0,2141.0,2044.5
33131,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,1750.0,1800.0,1800.0,1800.0,1700.0,1700.0,1750.0,1750.0,1799.5,1800.0,1800.0,1849.5,1800.0,1850.0,1900.0,1850.0,1812.5,1800.0,1850.0,1850.0,1850.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1950.0,1972.0,2000.0,1990.0,1950.0,2000.0,2000.0,2000.0,2050.0,2000.0,2100.0,2012.5,2100.0,2100.0,2100.0,2100.0,2000.0,2100.0,2150.0,2100.0,2100.0,2100.0,2075.0,2100.0,2100.0,2200.0,2200.0,2200.0,2150.0,2150.0,2175.0,2200.0,2200.0,2150.0,2200.0,2200.0,2200.0,2200.0,2200.0,2150.0,2150.0,2150.0,2100.0,2100.0,2192.0,2000.0,2100.0,2050.0,2088.5,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2100.0,2050.0,2050.0,2100.0,2050.0,2100.0,2050.0,2100.0
33133,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.0,1672.5,1650.0,1700.0,1675.0,1700.0,1700.0,1800.0,1775.0,1700.0,1650.0,1600.0,1650.0,1600.0,1650.0,1650.0,1745.0
33135,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,1350.0,1472.5,1500.0,1487.5,1500.0,1550.0,1550.0,1575.0,1700.0,1500.0,1550.0,1532.5,1600.0,1557.5
33138,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300.0,1400.0,1450.0,1550.0,1622.5,1672.5,1600.0,1575.0,1537.5,1552.5,1550.0,1592.5,1565.0,1635.0,1590.0,1600.0
33137,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,1450.0,1450.0,1400.0,1400.0,1400.0,1437.5,1425.0,1425.0,1400.0,1450.0,1500.0,1550.0,1500.0,1500.0,1500.0,1525.0,1572.5,1600.0,1587.5,1600.0,1575.0,1600.0,1650.0,1700.0,1750.0,1800.0,1800.0,1700.0,1700.0,1750.0,1800.0,1800.0,1800.0,1750.0,1750.0,1800.0,1750.0,1750.0,1750.0,1750.0,1792.5,1800.0,1750.0,1800.0,1850.0,1800.0,1800.0,1800.0,1800.0,1850.0,1875.0,1900.0,1900.0,1900.0,1950.0,1975.0,1950.0,1950.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0,1950.0,1950.0,1950.0,1882.0,1875.0,1850.0,1889.5,1890.0,1900.0,1950.0,2000.0,2067.5,2000.0,1995.0,2000.0,2050.0,2000.0,2000.0,2041.0,2037.0,2134.5,2150.0
33145,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,,1300.0,1300.0,1350.0,1375.0,1395.0,1400.0,1350.0,1300.0,1350.0,1325.0,1374.0,1300.0,1300.0,1350.0,1350.0,1380.0,1380.0,1400.0,1450.0,1400.0,1400.0,1400.0,1450.0,1400.0,1400.0,1450.0,1450.0,1450.0,1500.0,1500.0,1590.0,1550.0,1500.0,1500.0,1500.0,1500.0,1595.0,1565.0,1550.0,1550.0,1597.5,1595.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1650.0,1650.0,1637.5,1700.0,1700.0,1700.0,1700.0,1774.5,1900.0,1864.5,1849.0,1800.0,1850.0,1825.0,1825.0,1726.0,1650.0,1650.0,1700.0,1650.0,1710.0,1667.0,1620.0,1600.0,1600.0,1600.0,1600.0,1650.0,1699.0,1685.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0
33129,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,,,,,1600.0,1575.0,1550.0,1575.0,1500.0,1500.0,1550.0,1650.0,1650.0,1650.0,1612.0,1600.0,1650.0,1664.5,1659.0,1620.0,1700.0,1650.0,1650.0,1712.5,1700.0,1650.0,1662.5,1762.5,1700.0,1715.0,1730.0,1750.0,1750.0,1700.0,1850.0,1850.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1825.0,1800.0,1800.0,1795.0,1800.0,1825.0,1850.0,1850.0,1825.0,1800.0,1850.0,1895.0,1900.0,1950.0,1900.0,1925.0,1900.0,1890.0,1950.0,1975.0,2000.0,1950.0,1936.5,1937.5,1912.5,1900.0,1900.0,1862.5,1900.0,1900.0,1930.0,1850.0,1850.0,1875.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1900.0,1862.5,1850.0,1850.0
