Neighborhood,city,state,metro,county,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03
Meadow Woods,Orlando,FL,Orlando,Orange,,,,,,,,,,,,,,1100.0,1135.0,1135.0,1200.0,1200.0,1250.0,1200.0,1200.0,1200.0,1250.0,1250.0,1250.0,1295.0,1282.5,1250.0,1250.0,1295.0,1250.0,1325.0,1300.0,1300.0,1300.0,1250.0,1250.0,1300.0,1350.0,1375.0,1375.0,1375.0,1300.0,1350.0,1395.0,1395.0,1375.0,1350.0,1350.0,1337.5,1350.0,1400.0,1400.0,1400.0,1400.0,1395.0,1400.0,1400.0,1400.0,1400.0,1400.0,1410.0,1400.0,1400.0,1475.0,1462.5,1450.0,1475.0,1462.5,1495.0,1442.5,1475.0,1500.0,1497.5,1450.0,1495.0,1500.0,1450.0,1425.0,1500.0,1450.0,1496.0,1449.5,1595.0,1600.0,1595.0,1595.0,1562.5,1595.0,1600.0,1640.0,1600.0,1600.0,1650.0,1650.0,1650.0,1650.0,1700.0
Hunters Creek,Orlando,FL,Orlando,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935.0,2020.0,1950.0,1975.0,1950.0,1850.0,1950.0,2095.0,2100.0,2037.5,2050.0,1900.0,1949.5,1972.5,2097.5
Alafaya,Orlando,FL,Orlando,Orange,,,,,,,,,,,,1350.0,1300.0,1295.0,1295.0,1300.0,1350.0,1362.5,1350.0,1325.0,1300.0,1325.0,1350.0,1325.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1350.0,1375.0,1325.0,1300.0,1325.0,1350.0,1350.0,1395.0,1400.0,1412.5,1400.0,1400.0,1425.0,1450.0,1462.5,1450.0,1450.0,1395.0,1395.0,1400.0,1400.0,1450.0,1495.0,1495.0,1495.0,1425.0,1425.0,1425.0,1450.0,1450.0,1450.0,1492.5,1495.0,1525.0,1550.0,1595.0,1512.5,1500.0,1500.0,1550.0,1550.0,1550.0,1550.0,1550.0,1500.0,1525.0,1550.0,1595.0,1599.5,1595.0,1500.0,1595.0,1585.0,1575.0,1600.0,1600.0,1612.0,1650.0,1650.0,1675.0,1677.5,1650.0,1650.0,1650.0,1646.0,1695.0,1695.0,1695.0
