RegionID,Neighborhood,city,state,metro,county,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
274615,Mountain View Acres,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.2622950819672,,,9.83606557377049,,,4.9180327868852505,,,0.0,,,9.23076923076923,9.23076923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275591,Stonegate Hills at Westover Hill,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.692307692307691,,,1.70940170940171,,,0.854700854700855,,,0.0,,,5.12820512820513,1.70940170940171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274506,Mesa Vista-Stone Oak,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,7.5,,,2.5,,,2.5,,,2.5,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276591,Stone Mountain-Stone Oak,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12820512820513,,,3.3333333333333304,,,0.530503978779841,,,0.793650793650794,,,1.85185185185185,3.17460317460317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276599,Summit-Stone Oak,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0600706713780899,,,0.7067137809187279,,,1.76678445229682,,,1.76678445229682,,,9.89399293286219,7.06713780918728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271659,Woodlawn Lake,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,7.32,31.44,48.56,53.54,47.24,46.69,19.92,39.22,41.48,31.6,40.62,37.12,44.32,44.32,49.46,61.43,59.18,63.76,75.89,73.33,77.6,83.05,84.53,91.6,58.63,58.09,52.64,67.11,62.67,54.51,53.03,61.04,68.27,53.89,53.34,45.57,49.46,57.61,76.71,63.04,54.35,60.95,48.68,35.17,26.79,23.84,18.25,18.79,42.93,38.9,22.13,26.01,46.51,62.66,65.45,63.04,75.1,70.79,80.89,71.73,81.05,84.48,76.68,74.65,73.56,67.16,63.73,82.29,78.71,82.45,65.6,77.61,98.91,98.99,99.61,98.67,98.6,98.13,98.13,96.96,96.26,97.19,98.91,97.74,76.38,71.08,59.0,63.91,71.47,69.6,75.76,75.84,76.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.96,34.6,40.26,52.44,64.47,67.73,78.67,86.2,93.09,90.14,88.28,86.65,97.05,95.89,91.3,89.36,86.18,85.64,81.06,85.09,92.78,95.34,95.81,96.74,98.91,99.15,96.58,97.28,97.28,95.89,94.88,93.87,93.79,91.38,91.77,85.87,80.51,79.11,88.28,81.21,80.36,75.85,73.37,66.38,63.51,57.22,62.81,92.19,90.09,88.13
271494,North Central Thousand Oaks,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,36.41,61.54,52.17,34.12,50.19,46.22,35.73,45.16,38.9,38.52,45.91,55.46,79.17,83.01,85.86,94.54,92.81,90.76,94.54,89.96,85.62,92.62,87.85,93.12,30.75,35.21,26.97,33.23,25.6,21.95,18.6,24.24,28.08,21.76,18.1,10.23,11.1,12.21,8.37,7.5,6.32,9.3,6.45,10.48,13.33,15.38,17.48,35.65,72.23,69.06,65.96,73.09,71.05,66.27,59.89,63.02,81.41,76.46,82.96,68.94,74.02,74.21,64.31,59.81,63.41,67.65,58.78,70.35,57.3,57.62,34.41,49.2,95.24,96.59,98.52,98.14,97.94,98.52,99.23,99.23,98.71,98.52,99.29,97.88,77.97,67.78,54.94,56.71,59.75,59.43,66.27,62.78,61.96,83.48,82.34,83.48,83.24,84.99,86.74,85.23,88.91,90.36,90.11,92.71,95.0,94.27,93.55,95.06,95.66,96.93,97.35,97.59,98.25,98.25,97.53,97.17,97.35,97.77,97.47,97.29,94.09,91.5,89.15,74.26,46.47,24.59,14.17,6.93,4.22,3.8,2.35,2.11,24.65,52.62,69.26,67.09,69.92,75.11,74.98,71.55,70.22,68.96,65.76,68.29,42.98,18.26,13.08,10.91,15.13,15.25,18.99,32.61,28.27,26.4,34.0,16.03,11.03,7.53,6.27,4.7,7.29,19.41,35.93,57.99,82.28,85.9,76.37,55.76,73.06,77.28,83.54,71.31,24.17,26.28,20.37,38.76,14.47,12.72,32.31,59.55,53.41,53.89,58.47,58.53,84.75,82.22,87.46,83.79,89.93,88.67,76.49,72.27,85.65,92.04,96.02,87.33,71.82,66.08,58.66,52.5,51.18,54.32,58.18,63.67,63.01,65.12,66.87,75.48,83.81,92.41,95.02,96.03,95.37,92.59,90.04,87.28,84.49,84.55,82.65,80.58,88.16,87.69,86.74,86.44,86.56,92.01,92.78,93.54,94.55,94.84,94.55,94.37,97.87,97.16,83.77,85.07,82.64,81.58,83.0,88.86,88.62,88.03,87.86,83.71,81.4,84.42,95.32,98.34,97.81,97.81,96.86,96.56,95.32,93.6,95.02,44.55,44.37,45.21
271471,Mission San Jose,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,75.39,59.29,57.27,55.35,46.48,23.97,11.8,25.43,23.24,13.63,16.29,13.91,35.98,45.57,65.66,66.85,45.57,49.68,60.73,63.93,68.04,86.48,87.76,95.25,73.38,84.23,70.56,65.18,67.18,72.47,75.3,73.56,73.38,72.56,76.12,62.35,45.4,38.29,42.66,46.22,57.61,53.87,34.46,38.47,35.82,28.44,16.77,16.96,59.8,59.62,54.51,46.49,33.09,31.27,39.38,70.77,81.63,76.83,82.26,70.41,69.98,72.42,62.75,65.28,66.82,68.72,67.54,79.75,77.49,82.73,66.46,81.37,98.92,98.82,99.73,99.28,96.75,99.19,99.46,99.73,99.64,99.19,97.56,93.67,63.18,53.88,41.06,44.4,55.96,50.63,61.73,59.3,52.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2,54.88,66.07,73.23,79.77,89.53,94.18,93.92,95.07,94.44,93.28,92.92,92.03,93.37,94.8,94.35,92.65,91.67,91.13,91.49,88.98,84.32,79.48,78.67,85.22,86.11,88.17,89.43,92.03,93.55,94.35,95.79,92.29,93.01,94.27,96.68,92.83,88.8,85.22,75.09,73.39,70.88,68.01,77.33,70.25,62.72,57.71,86.25,87.52,88.34
416869,Hot Wells,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,78.78,68.46,64.6,60.73,51.47,51.58,34.23,47.25,35.29,37.98,29.19,23.56,43.96,61.66,69.28,84.88,67.88,61.66,53.22,28.84,34.47,42.2,55.69,79.72,42.27,56.44,36.42,41.69,47.78,54.45,80.68,94.03,94.03,92.27,90.4,90.63,81.17,77.66,83.39,76.14,75.79,72.4,50.18,36.49,17.89,16.49,6.2,3.16,34.04,41.29,31.23,22.11,27.72,26.55,35.09,49.59,57.21,53.93,73.86,59.44,64.91,69.36,66.08,65.73,68.42,68.07,64.91,80.0,74.27,74.74,61.05,70.18,99.65,99.65,100.0,99.77,98.13,97.08,96.61,93.93,92.99,96.5,98.48,92.06,62.35,57.11,42.42,42.19,52.56,53.03,73.43,70.63,73.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.36,37.89,57.71,78.33,94.21,92.58,95.6,97.69,98.15,97.45,95.14,94.1,96.41,95.71,84.7,88.41,88.53,88.88,88.53,80.07,75.9,76.71,76.83,79.26,97.22,99.07,99.19,98.15,98.38,97.8,97.68,97.8,96.99,96.41,96.76,96.18,94.55,94.67,93.51,37.08,32.56,35.34,38.24,41.25,30.82,26.65,25.84,96.14,96.03,95.91
271477,Monte Vista,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,86.23,78.47,59.11,60.46,27.02,25.26,26.29,30.64,30.12,28.67,25.26,26.6,51.97,53.52,64.49,57.56,68.63,78.99,91.1,92.44,84.89,93.89,95.55,95.13,68.25,70.22,68.77,79.21,74.35,41.78,32.57,38.78,40.74,37.85,23.06,14.37,13.83,11.46,13.83,19.61,25.39,31.79,29.82,41.9,45.1,35.29,33.95,42.62,64.85,72.16,66.91,60.62,54.33,47.42,66.8,48.85,75.1,72.19,83.33,72.5,79.5,83.02,69.36,64.8,69.05,63.77,63.46,85.61,84.78,85.71,50.0,74.22,98.45,99.48,99.9,99.9,99.79,99.79,99.9,99.79,99.17,98.14,98.86,97.73,80.58,73.59,72.56,77.18,86.02,83.35,86.13,85.51,85.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.01,86.18,84.58,84.88,84.98,82.96,81.96,85.76,87.04,86.54,88.04,86.14,85.94,80.96,87.64,81.66,79.06,78.96,81.36,82.35,81.26,83.58,81.29,82.09,77.71,82.29,53.03,64.68,73.23,78.51,76.32,74.83,72.04,64.18,62.59,62.09,70.05,67.66,64.28,62.49,62.99,70.05,68.36,67.06,67.26,63.98,62.99,7.02,7.43,8.14
271664,Woodstone,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,16.61,9.84,24.84,40.0,75.73,79.84,50.4,65.81,67.34,60.73,46.29,45.32,65.63,67.93,75.8,78.92,62.58,45.36,78.69,66.52,78.25,87.6,87.45,84.41,36.26,58.49,50.77,50.98,61.64,65.15,53.09,58.77,48.25,33.31,23.84,21.18,16.83,5.31,10.68,12.29,6.49,12.42,11.79,18.13,14.44,19.39,25.52,35.84,67.15,69.18,63.95,54.32,70.15,62.34,61.37,45.77,68.79,66.06,73.69,65.15,70.72,75.96,66.67,66.74,69.04,70.79,63.59,75.89,67.3,67.16,49.48,61.22,94.06,95.67,97.84,97.35,96.51,98.25,99.02,98.39,97.14,96.16,97.77,95.74,75.85,68.32,62.81,64.06,70.06,71.88,76.9,79.83,79.41,86.49,82.93,77.96,72.08,66.69,70.19,73.9,70.68,72.85,75.23,76.0,79.99,82.65,82.58,87.4,88.73,87.54,84.81,84.88,89.36,89.15,91.39,94.4,95.52,93.35,89.5,80.34,68.23,61.93,49.27,38.56,30.37,23.44,12.32,6.16,3.92,3.57,3.85,4.2,8.47,10.99,12.18,15.75,22.11,25.47,29.88,37.44,50.24,54.44,58.64,55.0,44.16,41.5,41.99,42.41,38.7,51.92,43.81,29.32,19.59,38.63,36.95,57.59,68.65,68.58,34.85,37.44,43.46,19.38,43.46,67.95,83.14,90.34,93.28,94.26,95.1,95.17,96.5,96.64,94.89,87.89,72.57,62.98,8.33,4.55,3.5,3.22,2.45,2.31,2.59,2.94,3.64,4.06,9.31,10.71,38.98,54.37,66.69,72.99,78.31,82.51,83.0,86.14,86.91,86.63,87.26,87.75,82.86,82.93,79.85,77.75,75.72,71.45,71.1,74.39,77.13,73.12,68.0,59.92,60.47,58.19,54.39,51.24,51.04,55.94,65.33,75.62,97.65,98.0,99.72,99.65,99.52,98.14,98.55,98.96,98.9,98.69,98.07,98.69,99.65,99.93,99.31,97.93,98.41,98.41,98.27,98.9,97.51,97.24,95.51,96.2,88.88,86.6,97.44,96.82,96.48,97.24,95.58,96.89,95.17,94.82,94.96,75.4,73.86,73.16
274219,Laddie Place and North Wilson,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,67.29,67.18,60.35,67.18,67.18,64.59,58.82,82.47,76.82,57.53,31.65,30.35,53.46,43.26,43.38,34.82,29.43,27.67,48.65,46.42,51.11,64.01,61.9,62.84,23.92,32.83,33.65,41.5,37.28,39.62,35.76,31.77,43.02,39.74,40.09,38.34,29.78,29.31,24.27,24.15,29.78,30.13,37.75,35.29,33.88,39.04,26.14,35.17,83.7,85.11,94.61,92.61,89.21,92.97,85.7,81.01,91.09,65.42,81.36,53.46,57.91,61.43,56.86,56.62,68.0,66.71,62.84,82.18,83.35,88.28,79.02,87.46,98.94,99.41,99.77,99.3,98.83,98.83,98.71,97.3,93.08,83.12,94.37,74.79,49.41,43.68,38.88,40.63,45.55,63.82,71.19,75.88,73.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.68,61.61,77.36,79.93,82.85,83.43,79.11,67.83,67.48,64.34,78.44,81.0,78.9,79.95,71.68,86.48,90.09,88.58,78.32,75.99,79.14,88.34,91.38,92.42,95.57,99.18,99.3,98.48,84.03,78.9,74.59,76.92,83.57,87.41,81.12,73.08,84.03,78.21,92.54,91.61,93.36,95.8,95.69,93.82,91.72,88.81,86.6,96.13,96.36,96.01
273855,Government Hill Alliance,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,1.37,1.37,1.14,1.03,0.91,6.51,7.77,7.89,12.69,20.69,23.54,24.46,29.38,69.02,80.3,82.46,83.49,79.16,84.05,90.43,87.36,92.94,89.64,88.04,88.12,84.16,89.71,86.54,87.9,86.43,85.41,76.13,79.3,72.51,76.24,76.02,20.04,18.92,5.94,5.49,4.7,6.61,7.95,15.12,18.03,19.71,25.53,29.9,72.04,85.79,87.81,93.4,92.06,90.72,88.26,67.82,73.13,62.3,72.37,57.42,61.69,63.1,45.67,39.72,39.5,31.28,28.03,67.1,66.88,74.46,62.66,72.73,98.59,99.46,100.0,99.89,99.57,99.35,98.92,97.95,97.3,97.08,97.84,94.27,56.53,46.82,37.86,43.47,58.04,63.21,73.79,72.28,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.46,66.19,73.82,80.31,80.09,80.75,80.75,79.07,72.04,70.61,91.38,95.58,92.48,92.26,89.71,89.38,91.26,91.15,89.05,86.39,85.62,75.11,74.23,73.89,86.5,92.48,93.47,94.02,94.35,91.14,87.38,86.38,88.26,91.81,85.38,85.16,82.17,81.49,85.83,74.09,57.36,62.35,57.48,48.28,29.57,38.21,36.77,86.76,83.09,81.74
273164,Cavalo Creek Estates,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.84615384615385,,,1.92307692307692,,,7.692307692307691,,,15.094339622641499,,,1.88679245283019,1.88679245283019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275250,Roseheart,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.212121212121197,,,23.4848484848485,,,14.3939393939394,,,12.6315789473684,,,20.5263157894737,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275610,Summit at Bulverde Creek,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.79,58.04,48.21,43.57,44.64,49.82,59.11,64.46,61.79,59.81,55.79,63.5,68.33,63.18,68.81,73.63,79.74,77.33,81.67,85.69,88.42,93.57,96.14,95.98,98.07,98.39,97.11,96.3,96.14,96.3,96.62,91.0,86.33,83.92,77.81,67.04,62.06,57.56,44.69,31.35,21.7,11.09,4.98,4.02,0.96,0.16,0.16,0.0,1.61,15.76,45.18,56.91,60.13,68.17,73.95,84.24,80.23,77.65,88.59,94.86,83.44,69.45,44.69,51.29,50.48,41.8,13.83,12.06,16.24,11.25,15.11,15.76,12.7,12.7,1.45,2.09,6.27,3.05,43.89,71.06,80.87,92.44,86.82,90.19,92.77,90.35,95.82,94.86,94.21,94.86,88.59,59.16,13.5,7.4,9.65,14.63,25.08,72.51,54.34,35.05,43.09,48.55,55.31,61.09,82.64,87.62,86.98,36.01,32.32,16.24,42.77,26.05,14.95,7.88,6.11,4.02,3.05,2.73,2.25,2.41,2.89,3.05,3.05,5.63,17.28,37.92,64.16,87.04,94.56,96.79,95.83,93.27,95.83,91.51,92.63,93.43,98.72,99.36,96.63,97.76,98.08,98.4,95.03,92.79,92.47,92.95,92.79,89.58,96.47,94.39,82.69,84.46,93.75,95.51,94.55,93.1,92.15,83.33,83.33,78.37,74.04,77.88,97.6,98.88,98.4,98.72,97.91,96.47,97.12,94.71,94.39,70.41,70.08,70.52
276229,Cable-Westwood,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,69.49,80.04,85.69,73.82,53.3,63.84,25.61,33.15,20.15,12.81,19.21,22.22,36.21,30.21,34.71,57.41,58.54,55.35,59.47,60.6,69.61,83.11,79.74,80.3,51.96,69.83,50.28,53.07,51.77,47.86,61.08,71.88,68.53,45.44,24.39,22.16,22.28,16.02,36.83,32.78,18.78,26.34,23.39,28.91,29.28,40.33,49.72,60.41,90.56,82.21,64.79,53.72,67.88,62.98,56.5,65.66,78.11,74.2,79.0,72.95,83.77,86.04,76.09,82.9,90.58,88.48,86.91,90.23,86.74,88.13,71.73,81.85,99.65,100.0,99.83,99.31,96.35,94.44,97.05,96.18,96.7,97.22,98.61,95.66,59.62,50.17,46.74,47.42,55.5,58.59,67.53,72.68,76.98,86.72,82.13,76.56,73.77,73.93,77.38,77.87,66.39,60.82,66.56,69.34,71.97,77.87,81.15,79.34,76.89,74.1,69.18,73.61,80.98,70.66,69.34,76.07,73.44,70.82,68.2,64.43,57.21,50.49,43.77,32.3,25.74,19.18,12.62,5.25,4.75,4.1,4.1,3.61,57.05,69.67,78.52,78.2,77.38,73.44,71.31,69.67,57.87,52.62,50.98,61.97,16.23,6.72,4.59,6.07,7.54,19.67,44.75,41.48,63.77,95.9,97.05,96.07,91.31,95.25,49.18,84.92,91.31,69.51,83.28,87.05,92.13,93.77,95.9,96.23,97.05,97.38,98.69,98.52,97.21,94.92,85.41,48.36,8.36,3.44,2.13,1.97,1.31,0.82,1.8,1.64,1.8,2.13,2.3,2.46,4.1,5.08,10.02,30.54,50.08,72.09,81.28,34.98,26.27,13.14,14.29,17.24,23.32,30.71,32.35,24.51,27.8,23.36,11.02,17.48,26.92,31.48,54.0,61.83,52.69,46.49,42.25,52.5,71.95,72.94,72.61,78.71,97.52,97.19,83.66,87.79,86.8,89.77,89.6,89.44,87.29,83.83,85.31,80.69,86.96,94.06,96.04,93.56,95.05,93.56,85.64,93.56,93.23,94.22,91.25,91.09,92.41,84.65,87.95,80.86,70.63,77.56,61.39,57.76,56.27,56.11,58.58,98.3,98.47,98.47
271609,Tobin Hill,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,9.05,6.87,6.19,7.33,4.7,14.32,17.98,21.65,24.97,30.47,30.93,31.96,42.22,59.27,62.01,70.14,79.43,85.71,89.37,88.46,86.17,91.54,88.69,85.94,72.26,83.22,83.11,88.24,76.94,51.6,28.65,21.92,20.55,23.63,16.1,14.95,17.35,10.05,7.31,6.05,4.45,12.44,20.55,29.11,23.4,22.37,34.59,40.18,69.98,79.91,75.8,76.6,81.05,79.91,84.82,79.52,85.95,81.07,83.93,66.19,67.3,70.75,54.58,48.28,47.8,40.55,40.9,62.9,54.58,58.98,41.5,56.72,96.09,98.58,99.64,98.7,98.93,98.81,98.58,98.1,97.75,97.51,98.22,97.27,78.63,65.64,49.47,53.01,56.43,59.5,61.16,55.25,51.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.66,20.46,22.74,23.89,36.91,55.37,71.2,87.05,88.37,92.59,92.25,91.56,96.01,95.78,83.69,85.29,89.4,83.58,82.78,81.64,79.48,78.45,71.04,61.0,57.35,63.13,58.11,64.84,63.7,63.81,66.44,66.89,71.69,75.68,73.43,75.37,78.45,78.79,87.0,95.9,94.87,89.51,84.49,77.19,71.38,71.15,66.82,50.12,48.71,47.42
273795,Friedrich Wilderness Park,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.09,54.76,89.13,91.84,91.3,90.15,85.88,80.42,92.99,90.57,89.43,86.51,82.26,76.6,75.57,75.47,78.77,81.6,85.09,87.45,90.47,92.74,94.53,93.58,93.96,94.43,93.49,93.49,93.77,91.42,87.45,85.57,82.83,83.87,80.85,77.08,72.74,56.7,40.47,23.11,12.17,5.28,3.77,3.11,5.75,4.06,6.13,6.32,41.64,57.79,62.98,68.84,72.99,73.37,78.85,79.98,80.36,83.19,80.93,80.36,75.28,56.79,54.53,48.68,67.08,67.83,40.66,25.66,22.74,16.98,17.26,21.04,21.7,32.83,8.49,27.36,16.89,24.81,45.75,61.42,73.3,81.79,81.79,81.7,75.28,71.89,81.98,52.45,31.42,40.09,30.47,16.42,11.7,10.75,11.42,9.53,11.79,13.4,26.7,49.34,62.64,45.57,45.66,50.38,52.92,51.13,63.21,66.23,74.34,71.23,57.79,43.24,34.34,36.52,36.52,34.15,29.61,25.64,22.59,22.14,24.5,28.95,33.81,36.25,40.71,52.48,59.29,61.15,65.49,67.52,71.26,74.05,72.72,74.49,73.6,69.88,83.78,84.84,75.0,76.33,75.09,76.15,82.09,85.73,80.85,77.04,74.47,76.15,82.8,83.69,85.11,85.73,86.79,87.32,82.27,79.34,80.85,74.29,76.15,79.34,78.37,74.2,86.26,86.08,85.46,86.26,86.26,85.46,88.92,85.73,83.51,26.86,27.05,27.62
