RegionID,Neighborhood,city,state,metro,county,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
275591,Stonegate Hills at Westover Hill,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.034188034188,,,98.2905982905983,,,99.14529914529909,,,100.0,,,89.74358974358971,93.1623931623932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274506,Mesa Vista-Stone Oak,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,87.5,,,90.0,,,87.5,,,87.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276591,Stone Mountain-Stone Oak,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,96.41025641025641,,,98.9389920424403,,,98.14814814814821,,,94.44444444444441,91.7989417989418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276599,Summit-Stone Oak,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8197879858657,,,96.8197879858657,,,95.75971731448759,,,91.16607773851591,,,80.565371024735,83.0388692579505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271659,Woodlawn Lake,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,87.63,59.22,41.87,37.98,43.5,43.81,72.06,50.51,50.89,58.99,51.67,53.46,41.68,42.07,37.87,28.15,30.17,27.45,16.17,19.28,15.24,10.73,10.03,4.35,27.06,28.07,33.2,21.85,24.73,28.77,31.03,24.03,18.9,29.7,29.63,37.95,31.75,25.7,16.69,22.28,31.06,27.72,38.51,48.14,58.7,63.12,70.96,72.36,42.24,48.99,67.39,63.9,39.98,24.15,23.52,22.94,15.04,18.72,9.79,14.41,7.64,6.86,10.37,12.17,15.44,20.28,24.65,11.62,11.23,8.74,21.14,15.29,0.55,0.55,0.23,0.55,1.17,1.4,1.33,1.64,2.03,1.17,0.16,0.62,12.31,17.77,26.03,22.76,16.52,19.56,15.35,14.73,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.26,55.86,47.4,35.45,23.58,20.64,10.94,6.74,3.65,5.59,6.99,7.69,1.4,2.1,5.36,6.13,6.99,6.83,10.17,6.6,3.18,2.48,2.25,1.55,0.62,0.62,2.33,2.17,2.1,2.87,3.88,4.43,4.19,6.6,7.07,11.49,15.37,16.61,7.84,11.8,11.72,16.46,19.95,25.31,28.88,35.02,31.52,7.03,8.74,10.46
271494,North Central Thousand Oaks,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,50.68,27.73,31.76,51.99,35.17,40.01,48.82,41.69,48.39,50.0,41.25,34.24,16.68,12.28,10.42,3.47,4.53,5.15,2.91,5.02,8.25,3.04,6.01,3.22,51.77,49.66,57.72,48.61,60.69,65.84,72.6,65.41,60.57,68.69,74.33,84.13,83.76,79.48,83.76,88.22,88.34,84.44,86.86,80.78,75.45,74.4,73.03,49.91,17.73,19.78,23.74,19.47,21.14,23.87,27.46,17.04,7.72,9.9,8.1,17.43,13.57,13.76,19.36,24.57,20.45,17.75,26.05,17.17,28.87,29.97,52.54,38.97,2.44,1.93,1.03,0.96,1.09,0.77,0.45,0.26,0.51,0.77,0.45,0.71,11.39,17.15,28.29,26.77,25.76,26.27,21.33,24.37,26.52,8.08,8.5,8.14,8.68,7.17,6.21,5.42,4.1,3.32,3.86,3.13,1.51,3.01,3.13,1.93,2.29,1.21,1.33,1.15,0.96,0.96,1.21,1.27,1.51,1.21,1.45,1.51,3.38,5.61,6.81,14.71,38.16,63.11,76.55,86.92,89.87,91.5,94.45,94.76,58.89,32.85,20.92,23.45,23.03,17.54,19.77,24.47,25.86,26.34,28.45,25.74,47.32,70.52,76.43,79.63,66.73,67.15,60.34,46.71,44.3,44.0,38.34,64.44,79.02,79.63,85.9,84.93,73.18,47.98,39.84,22.6,9.46,7.41,13.74,23.33,17.36,10.55,7.53,13.98,51.18,43.94,48.34,31.71,70.22,77.28,45.93,26.34,28.33,22.6,23.21,16.94,4.82,5.73,6.33,8.32,7.11,6.45,11.21,14.29,5.0,2.89,2.23,5.19,17.14,21.97,29.09,33.07,35.85,33.25,30.6,26.61,28.49,27.04,26.55,18.61,8.13,2.61,1.6,1.66,2.25,2.97,4.92,6.27,4.5,5.57,5.92,9.71,5.33,3.55,6.16,5.39,4.68,3.73,3.97,3.38,1.6,1.48,1.95,1.36,1.07,1.07,6.16,5.39,8.77,10.43,8.53,4.86,4.68,5.39,6.46,8.12,12.74,10.55,1.95,0.77,0.89,0.77,2.01,2.43,2.61,3.26,2.55,54.31,53.95,53.17
271471,Mission San Jose,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,17.66,30.01,29.64,35.59,43.92,64.78,77.04,58.19,64.14,76.49,74.2,75.94,45.94,35.71,21.46,20.46,40.46,36.62,26.67,23.2,22.19,7.12,6.12,2.47,17.41,10.85,19.33,23.7,21.33,17.14,16.41,15.5,16.59,17.87,14.86,29.81,40.75,48.59,42.21,37.74,27.16,31.72,50.77,46.31,49.59,58.16,73.66,75.75,24.43,25.52,31.36,34.28,48.95,51.05,42.3,15.48,10.59,13.57,10.68,15.93,15.1,15.82,22.33,21.79,21.97,21.43,22.06,12.3,11.84,10.04,20.34,10.94,0.27,0.63,0.18,0.36,0.99,0.45,0.27,0.09,0.09,0.36,1.18,3.35,25.54,34.3,46.48,41.52,29.33,32.58,23.47,27.08,33.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.87,35.0,25.51,19.79,15.58,4.92,2.95,2.59,2.51,3.32,3.76,3.32,4.48,3.76,3.41,3.58,4.12,4.12,5.02,3.85,6.36,10.66,15.14,17.11,14.07,13.17,10.93,9.32,7.17,4.93,4.39,2.96,5.65,5.47,4.3,2.87,4.75,7.97,10.39,17.03,18.1,20.25,23.92,16.4,23.84,30.91,36.29,12.39,10.66,9.65
416869,Hot Wells,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,15.83,25.32,27.78,31.77,37.98,38.1,53.93,44.31,52.05,49.0,57.56,63.31,41.5,26.03,19.81,9.03,19.81,25.44,31.42,58.73,51.23,40.09,26.73,12.19,46.37,30.09,52.58,48.71,42.39,32.2,8.78,3.63,4.45,6.32,6.79,6.56,12.63,15.09,11.11,18.25,17.66,19.88,37.31,48.65,65.03,72.51,88.3,93.45,47.49,43.04,51.11,64.44,61.29,60.47,48.65,30.13,24.27,22.98,16.65,24.27,15.32,15.56,20.7,18.95,17.89,17.78,19.3,12.98,15.67,13.1,30.41,18.48,0.12,0.12,0.0,0.0,0.35,0.93,1.17,1.99,2.45,1.29,0.47,1.87,28.21,32.98,45.69,41.84,31.12,32.05,15.27,19.11,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.9,46.93,27.58,9.5,2.9,3.01,1.85,1.16,1.04,1.16,2.78,3.01,1.62,2.55,10.78,7.3,6.84,6.03,5.68,9.97,16.92,17.38,17.15,14.6,1.04,0.7,0.81,1.51,1.51,1.62,1.74,1.62,1.97,1.97,2.32,3.01,4.52,4.52,4.4,55.5,62.69,58.4,55.62,53.3,64.54,68.95,69.64,3.5,3.39,3.27
271477,Monte Vista,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,12.32,19.88,37.16,36.34,67.18,68.74,69.25,63.98,64.49,66.56,70.29,69.25,41.41,39.23,27.54,34.58,25.78,17.08,6.0,5.49,9.42,4.35,2.9,3.42,26.68,24.1,24.2,15.93,19.96,51.91,61.32,53.05,53.05,55.12,69.7,81.18,82.15,82.97,80.5,75.85,68.11,62.13,61.61,51.19,47.37,57.89,57.59,50.26,25.98,20.21,23.92,31.86,36.49,42.16,26.39,19.06,13.65,13.12,7.6,13.23,11.59,10.97,16.56,22.05,17.7,21.95,20.81,8.8,8.9,8.59,19.77,10.77,1.03,0.21,0.0,0.1,0.1,0.1,0.1,0.1,0.21,0.83,0.62,1.34,11.61,16.34,17.88,13.57,7.81,9.04,6.99,5.86,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36,10.29,10.48,9.78,8.97,10.18,10.99,8.37,7.58,7.98,7.38,7.88,7.28,12.26,7.38,11.27,12.46,12.06,12.46,11.86,11.47,11.54,13.43,12.14,15.42,12.14,40.1,28.36,18.81,14.83,17.11,18.51,22.39,29.35,30.25,30.85,23.28,23.48,26.47,29.85,29.45,25.07,27.56,27.16,28.06,30.45,31.84,92.57,92.27,91.45
271664,Woodstone,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,77.74,85.4,65.4,44.35,14.44,13.15,31.85,19.11,15.65,23.47,40.48,40.89,21.01,17.52,12.25,11.14,21.23,37.34,8.24,18.86,12.99,7.8,7.42,8.76,47.48,31.7,37.73,34.99,27.56,22.72,31.77,29.94,35.62,48.74,63.25,66.69,71.72,88.06,81.91,78.63,86.6,80.67,81.59,72.8,74.41,69.46,63.6,51.6,18.97,16.39,21.13,28.45,13.67,18.83,18.83,32.61,15.68,15.68,12.6,21.06,15.16,12.58,19.15,17.47,16.98,17.33,21.73,15.23,20.75,21.66,39.9,28.58,3.63,2.72,1.47,1.4,2.37,0.84,0.63,0.98,1.4,1.89,1.4,2.37,16.33,22.68,27.01,24.84,19.75,18.98,15.49,12.21,12.84,8.33,10.08,14.0,18.47,20.99,16.86,14.77,18.54,17.77,17.07,15.89,13.3,12.04,11.41,7.42,7.0,7.77,10.01,10.36,7.14,6.72,4.69,2.94,2.1,3.71,5.18,11.69,22.04,28.06,39.61,50.73,59.06,65.29,80.69,89.29,94.05,94.89,94.19,93.49,88.38,86.35,84.18,77.96,69.28,65.57,60.67,52.97,36.6,33.8,31.0,34.85,44.93,42.97,41.15,38.35,45.21,31.49,35.97,46.19,54.72,31.7,33.24,22.88,19.03,17.49,47.87,46.61,41.99,62.14,37.51,13.44,11.13,7.14,5.81,3.71,3.57,3.78,2.73,2.87,3.92,8.33,21.83,24.63,78.03,93.91,95.38,95.94,96.36,96.57,96.29,96.01,95.52,93.21,76.07,78.73,34.71,26.45,16.79,14.77,11.62,10.29,9.31,8.54,8.89,6.72,7.0,7.35,10.22,9.31,11.41,14.0,17.0,20.08,19.52,18.68,16.31,17.07,18.38,24.67,24.4,27.3,28.68,30.11,31.01,26.86,19.75,13.67,0.97,0.48,0.07,0.21,0.07,0.28,0.28,0.35,0.41,0.28,0.62,0.55,0.0,0.07,0.35,0.76,0.48,0.21,0.35,0.48,1.38,1.59,2.49,2.69,5.52,7.87,1.38,1.59,2.0,2.0,2.21,2.0,2.76,3.38,3.11,23.48,23.69,24.81
274219,Laddie Place and North Wilson,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,28.35,29.29,33.65,28.59,29.18,28.82,13.06,10.71,12.59,26.24,55.29,51.06,34.35,44.67,45.37,54.51,62.37,62.84,40.33,44.55,40.21,29.89,31.3,29.19,63.54,52.52,52.17,47.25,54.98,52.17,51.93,60.73,47.83,51.93,51.0,54.87,65.06,65.06,73.39,72.1,66.47,64.36,55.8,58.73,61.66,53.58,66.47,54.28,7.39,7.74,2.58,3.87,6.33,3.05,10.08,8.09,3.05,8.21,7.27,32.83,24.27,25.79,18.52,18.76,18.99,19.7,19.81,13.01,9.85,6.33,13.13,8.09,0.82,0.35,0.23,0.23,0.7,0.7,0.94,1.64,2.23,3.28,2.7,5.98,41.8,49.18,51.87,47.07,30.09,25.29,21.19,15.46,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.46,14.59,12.37,10.04,9.68,10.27,11.9,14.69,12.12,25.41,16.2,13.05,20.28,18.88,24.83,12.35,7.11,9.56,8.74,21.21,10.26,9.44,7.69,7.11,3.15,0.35,0.35,1.05,12.35,16.9,19.35,16.32,10.84,9.09,8.51,22.03,10.72,12.7,4.31,5.71,4.2,2.91,2.91,4.43,6.18,8.28,9.32,3.64,3.64,3.87
273855,Government Hill Alliance,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,98.4,98.63,98.74,98.86,98.86,91.09,89.71,90.29,84.57,75.66,72.91,73.26,64.69,25.97,16.06,13.9,11.62,14.92,10.93,6.72,9.23,5.01,7.86,8.88,8.6,12.22,8.14,9.39,8.14,8.6,10.63,18.44,14.48,22.62,18.67,16.86,68.65,76.37,91.04,91.38,92.39,89.47,89.14,76.71,77.04,74.58,69.43,64.05,19.69,8.72,8.84,2.91,4.03,5.26,8.39,17.33,13.76,18.2,13.11,29.9,21.21,21.43,33.01,38.42,33.87,38.31,40.26,24.57,22.29,18.51,27.71,19.26,0.32,0.11,0.0,0.0,0.0,0.22,0.65,1.08,1.51,1.08,0.76,2.38,21.79,33.66,45.52,37.76,27.08,20.6,9.71,17.48,20.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.72,25.55,18.04,12.87,11.0,11.22,12.43,11.97,19.23,18.67,3.98,2.1,4.31,4.87,7.41,7.19,6.19,5.2,5.42,8.85,10.51,16.48,17.48,19.91,9.51,5.2,3.87,3.54,4.65,6.64,9.86,12.07,10.41,6.98,13.4,13.18,16.17,16.96,11.63,18.6,32.67,32.23,37.1,46.84,66.0,59.14,59.58,12.21,14.86,17.24
273164,Cavalo Creek Estates,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.30769230769229,,,98.07692307692308,,,82.69230769230771,,,69.811320754717,,,90.5660377358491,92.4528301886792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275250,Roseheart,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2121212121212,,,75.0,,,84.0909090909091,,,86.8421052631579,,,77.3684210526316,73.6842105263158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275610,Summit at Bulverde Creek,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.29,30.71,41.07,41.96,43.57,39.46,34.46,28.21,24.46,29.58,34.41,26.53,23.63,25.56,19.45,16.56,13.5,13.67,10.45,3.86,3.54,1.93,1.29,1.29,0.48,1.13,0.64,1.13,2.25,1.61,1.45,3.7,8.68,9.97,16.24,22.67,28.62,34.24,42.93,55.95,64.15,77.65,86.5,91.0,95.5,98.39,99.68,99.68,94.69,72.35,35.69,26.37,25.56,18.33,16.72,9.81,12.06,13.18,6.59,2.73,7.4,12.06,27.65,19.13,22.83,35.85,73.15,79.74,72.83,80.06,79.9,78.3,83.28,79.26,96.78,94.05,81.51,92.6,29.42,17.85,12.86,4.98,9.65,8.04,4.82,5.63,3.38,4.18,4.18,3.38,4.98,27.01,68.97,91.16,86.17,78.46,40.35,12.22,21.54,44.69,27.17,27.81,22.03,16.4,5.95,4.34,4.82,43.25,51.77,67.36,36.66,52.09,72.03,85.05,87.62,90.19,95.5,95.5,96.3,96.46,95.98,95.82,95.66,86.01,59.84,33.76,13.12,1.76,0.8,0.64,1.28,1.6,0.32,0.64,1.44,2.08,0.32,0.16,0.96,0.8,0.64,0.64,0.48,2.08,2.4,1.12,0.96,0.96,0.48,1.6,7.53,3.85,1.76,1.12,1.6,3.85,4.01,7.37,6.09,12.66,15.54,12.98,1.28,1.12,1.12,1.12,1.44,2.4,2.08,4.17,3.69,28.62,29.11,28.66
276229,Cable-Westwood,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,18.08,14.88,6.59,16.01,34.65,27.87,63.47,51.41,66.48,79.28,66.67,63.65,49.34,60.41,54.78,33.58,34.9,36.59,29.46,28.71,22.14,10.88,14.63,14.63,30.54,16.95,33.52,27.93,31.28,35.75,23.28,18.06,16.2,33.89,54.93,62.2,64.64,73.66,47.33,53.04,71.27,61.33,62.98,56.54,56.17,45.49,36.28,29.65,3.81,10.34,24.14,32.3,17.06,24.86,30.69,23.84,15.12,16.9,12.63,17.44,8.38,7.5,7.68,6.98,5.93,6.81,8.55,7.16,7.16,5.06,17.8,10.65,0.0,0.0,0.0,0.17,1.74,1.74,0.35,0.52,0.87,0.69,0.69,1.91,23.54,40.21,43.47,38.49,30.76,23.2,14.6,12.37,10.14,8.36,10.82,13.77,17.05,17.7,14.1,15.25,20.82,25.57,21.97,20.33,14.75,11.64,11.64,12.95,13.93,15.25,21.64,18.03,10.0,17.54,19.02,15.25,19.51,21.97,23.61,27.38,35.41,40.82,47.54,55.57,63.61,68.36,72.62,88.03,91.31,90.33,91.48,91.97,31.64,24.43,16.39,18.2,16.89,21.97,24.43,27.21,34.59,41.8,42.46,29.84,70.98,85.74,93.28,89.18,85.74,71.97,35.74,44.75,15.41,2.62,1.97,2.95,4.92,3.77,33.61,8.69,6.23,19.18,9.67,6.56,5.25,4.92,3.28,2.62,2.62,1.8,1.15,1.31,1.64,3.44,11.8,32.79,81.64,95.41,97.05,97.7,98.52,98.69,98.03,98.2,97.87,97.38,97.54,96.39,92.3,90.82,82.59,51.07,31.2,16.58,11.66,49.92,64.2,81.77,80.62,77.5,67.82,58.29,58.13,65.79,61.18,67.43,84.54,72.39,62.32,54.98,32.3,24.96,32.46,38.17,42.74,36.41,22.77,23.6,21.78,15.68,1.16,1.82,11.22,7.43,6.44,4.79,5.28,6.44,6.27,10.07,10.73,15.35,8.75,2.48,1.65,1.82,2.31,2.48,8.58,4.46,5.12,4.95,6.77,7.1,5.45,11.22,7.26,11.55,20.13,15.51,32.01,35.81,36.3,38.61,36.8,1.7,1.53,1.53
271609,Tobin Hill,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,89.35,92.21,92.9,91.87,93.59,82.25,79.15,74.57,71.94,68.5,67.93,67.35,51.6,33.87,31.92,23.11,16.34,10.74,8.57,9.49,10.74,6.97,9.14,11.31,23.17,12.9,13.01,9.25,17.35,39.73,64.38,71.23,72.72,70.21,79.0,81.28,77.28,86.42,89.84,90.53,92.58,81.51,72.26,64.95,69.41,69.18,58.33,50.57,17.69,12.9,18.72,17.12,12.79,15.3,11.99,10.24,6.79,8.45,7.74,18.1,16.17,14.51,27.47,31.39,33.65,41.02,42.45,23.07,30.44,25.8,46.25,31.15,1.07,0.59,0.24,0.71,1.07,1.07,1.19,1.3,1.9,2.14,1.42,1.78,11.69,22.9,34.95,34.83,29.04,26.09,27.86,31.88,36.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6,74.06,73.14,72.11,52.11,30.59,21.83,6.93,5.93,5.02,4.68,6.39,2.62,2.85,10.72,9.12,7.07,9.35,11.97,13.8,15.85,17.22,22.58,31.47,33.41,29.68,36.07,27.17,28.08,28.54,26.71,28.08,23.86,21.0,23.26,21.32,18.59,18.24,9.46,2.96,3.31,8.67,13.0,19.16,24.97,24.74,27.14,48.13,49.41,51.17
273795,Friedrich Wilderness Park,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.45,38.83,6.41,4.27,5.8,6.95,9.16,15.78,5.3,3.21,5.09,7.26,9.81,16.23,17.83,16.79,14.91,13.4,8.96,8.02,5.94,2.64,2.55,3.49,4.25,3.58,4.62,4.34,3.96,5.0,6.7,8.21,9.62,9.15,11.79,14.62,18.11,28.11,41.98,61.13,77.64,88.77,91.89,94.15,89.15,91.51,89.53,89.43,50.33,35.51,31.54,25.21,23.23,20.77,16.43,15.49,13.98,11.61,13.31,13.79,16.7,27.45,30.19,31.13,20.85,18.3,46.42,59.25,62.26,72.17,71.98,64.72,63.21,49.06,82.92,54.43,63.68,58.77,43.4,27.08,16.6,11.7,11.6,10.38,16.04,18.68,9.91,31.7,48.96,37.45,48.21,66.51,77.08,80.28,80.94,83.87,80.57,76.23,55.66,34.53,17.45,38.21,41.6,39.25,37.45,39.53,29.34,24.06,15.66,18.77,26.53,46.55,56.86,55.63,57.43,60.55,63.86,68.31,68.62,68.4,67.36,64.62,60.32,54.83,41.95,29.65,23.27,21.5,19.73,19.47,18.57,15.92,13.91,13.02,12.75,15.68,6.74,6.74,13.83,10.2,10.46,9.75,8.07,7.36,10.28,12.68,12.06,9.93,6.91,6.74,7.18,6.12,4.96,6.74,10.37,12.68,10.82,16.58,15.07,11.61,12.68,13.83,7.36,7.8,8.87,8.07,8.24,8.69,7.98,8.87,9.66,71.63,71.16,71.35
