Neighborhood,city,state,metro,county,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
Vance Jackson,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9665551839464879,0.973630831643002,0.974313551815766,0.973630831643002,0.973630831643002,1.00625651720542,1.0,1.0143306556923,0.983264218009479,0.988992978433761,0.973630831643002,0.994791666666667,0.9837728194726171,0.9837837837837841,1.0420017873101,1.03045524170611,1.05178571428571,1.0577915376676998,1.04792332268371,1.06172839506173,1.06788990825688,1.01743119266055,1.06962025316456,1.05979338578648,1.05894105894106,1.06893106893107,1.07,1.070594639866,1.09253065774805,1.09259259259259,1.04803921568627,1.08925447073424,1.09239130434783,1.09239130434783,1.06731457800511,1.0434782608695699
Thousand Oaks,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978215552586723,0.975046210720887,1.015625,1.00338600451467,1.015625,0.98331759340305,0.981632653061224,1.00564334085779,1.02083333333333,1.03720930232558,1.04166666666667,1.05918823166975,1.03645833333333
Forest Crest,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75744680851064,1.7526690391459099,1.7482206405693899,1.7482206405693899,1.7321971502482802,1.75711743772242,1.75744680851064,1.75744680851064,1.7482206405693899,1.7348754448398602,1.7482206405693899,1.7482206405693899,1.7571128865889298,1.7526690391459099,1.73309959176277,1.6310599835661497,1.6770462633452,1.6552771450265802,1.59070598748883,1.5686113393590801,1.6493955094991397,1.65865384615385,1.66266025641026,1.65865384615385,1.66266025641026,1.66234887737478,1.6580310880829001,1.6753022452504298
