RegionID,Zip,city,state,metro,county,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
92308,78212,San Antonio,TX,San Antonio-New Braunfels,Bexar County,11.4,11.43,11.46,11.41,11.47,10.8,11.24,11.8,11.66,11.78,11.74,12.31,12.52,12.7,12.77,13.12,13.21,13.16,12.93,12.37,11.87,11.33,10.99,10.93,10.73,10.55,10.27,10.48,10.56,11.06,10.81,11.19,11.22,11.03,10.61,10.27,10.25,10.6,10.69,10.62,10.58,10.4,9.88,9.56,9.29,9.19,9.03,8.71,8.7,8.76,8.82,8.9,9.02,9.03,9.01,8.97,8.86,8.84,8.75,8.79,8.86,9.23,9.52,9.83,10.18,10.57,10.81,9.12,9.04,8.94,8.83,8.76,8.71,8.81,9.01,9.08,9.1,9.2,9.25,9.59,9.79,9.9,9.68,9.73,9.85,10.02,10.21,10.46,10.36,10.39,10.48,10.74,10.95,11.07,11.07,11.27,11.21,11.01,10.98,10.96,10.89,10.72,10.64,11.97,11.94,11.93
92311,78215,San Antonio,TX,San Antonio-New Braunfels,Bexar County,11.13,11.11,11.28,11.42,11.32,10.96,11.37,11.7,11.43,11.56,11.84,12.42,12.45,12.33,12.44,13.06,13.27,13.26,12.99,12.58,12.19,11.82,11.45,11.3,11.12,10.69,10.5,10.65,10.6,11.13,10.95,10.86,10.79,11.01,10.75,10.46,10.57,10.72,10.95,10.96,10.93,10.88,11.09,11.75,12.2,11.87,11.79,11.81,11.73,11.67,11.58,11.59,11.71,11.88,11.71,11.63,11.7,11.64,11.34,11.4,11.51,11.59,11.92,11.9,12.86,13.0,12.66,10.16,9.82,10.43,10.13,9.99,10.16,10.75,11.22,11.41,11.28,11.19,10.96,11.6,11.73,11.7,11.77,11.71,11.54,11.55,11.66,12.0,12.15,12.22,12.15,12.37,12.51,12.92,13.06,12.87,13.01,12.97,12.89,12.81,12.72,12.61,12.48,11.04,11.09,10.99
