RegionID,Zip,RegionType,StateName,state,city,metro,county,1996-01-31,1996-02-29,1996-03-31,1996-04-30,1996-05-31,1996-06-30,1996-07-31,1996-08-31,1996-09-30,1996-10-31,1996-11-30,1996-12-31,1997-01-31,1997-02-28,1997-03-31,1997-04-30,1997-05-31,1997-06-30,1997-07-31,1997-08-31,1997-09-30,1997-10-31,1997-11-30,1997-12-31,1998-01-31,1998-02-28,1998-03-31,1998-04-30,1998-05-31,1998-06-30,1998-07-31,1998-08-31,1998-09-30,1998-10-31,1998-11-30,1998-12-31,1999-01-31,1999-02-28,1999-03-31,1999-04-30,1999-05-31,1999-06-30,1999-07-31,1999-08-31,1999-09-30,1999-10-31,1999-11-30,1999-12-31,2000-01-31,2000-02-29,2000-03-31,2000-04-30,2000-05-31,2000-06-30,2000-07-31,2000-08-31,2000-09-30,2000-10-31,2000-11-30,2000-12-31,2001-01-31,2001-02-28,2001-03-31,2001-04-30,2001-05-31,2001-06-30,2001-07-31,2001-08-31,2001-09-30,2001-10-31,2001-11-30,2001-12-31,2002-01-31,2002-02-28,2002-03-31,2002-04-30,2002-05-31,2002-06-30,2002-07-31,2002-08-31,2002-09-30,2002-10-31,2002-11-30,2002-12-31,2003-01-31,2003-02-28,2003-03-31,2003-04-30,2003-05-31,2003-06-30,2003-07-31,2003-08-31,2003-09-30,2003-10-31,2003-11-30,2003-12-31,2004-01-31,2004-02-29,2004-03-31,2004-04-30,2004-05-31,2004-06-30,2004-07-31,2004-08-31,2004-09-30,2004-10-31,2004-11-30,2004-12-31,2005-01-31,2005-02-28,2005-03-31,2005-04-30,2005-05-31,2005-06-30,2005-07-31,2005-08-31,2005-09-30,2005-10-31,2005-11-30,2005-12-31,2006-01-31,2006-02-28,2006-03-31,2006-04-30,2006-05-31,2006-06-30,2006-07-31,2006-08-31,2006-09-30,2006-10-31,2006-11-30,2006-12-31,2007-01-31,2007-02-28,2007-03-31,2007-04-30,2007-05-31,2007-06-30,2007-07-31,2007-08-31,2007-09-30,2007-10-31,2007-11-30,2007-12-31,2008-01-31,2008-02-29,2008-03-31,2008-04-30,2008-05-31,2008-06-30,2008-07-31,2008-08-31,2008-09-30,2008-10-31,2008-11-30,2008-12-31,2009-01-31,2009-02-28,2009-03-31,2009-04-30,2009-05-31,2009-06-30,2009-07-31,2009-08-31,2009-09-30,2009-10-31,2009-11-30,2009-12-31,2010-01-31,2010-02-28,2010-03-31,2010-04-30,2010-05-31,2010-06-30,2010-07-31,2010-08-31,2010-09-30,2010-10-31,2010-11-30,2010-12-31,2011-01-31,2011-02-28,2011-03-31,2011-04-30,2011-05-31,2011-06-30,2011-07-31,2011-08-31,2011-09-30,2011-10-31,2011-11-30,2011-12-31,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31
92308,78212,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,70856.0,70724.0,70711.0,70836.0,71246.0,71800.0,72244.0,72529.0,72911.0,73161.0,73628.0,73650.0,73488.0,73237.0,73200.0,73321.0,72815.0,72072.0,71346.0,70963.0,70719.0,70641.0,70578.0,70789.0,71408.0,72165.0,72821.0,72821.0,73098.0,73354.0,73888.0,74310.0,74168.0,73961.0,73258.0,73224.0,72943.0,73346.0,73531.0,74174.0,74943.0,75778.0,76374.0,76585.0,77102.0,77815.0,78579.0,78899.0,79020.0,78841.0,78929.0,78794.0,77945.0,76860.0,75752.0,75576.0,75454.0,75532.0,75492.0,75645.0,75850.0,75845.0,75691.0,75630.0,76092.0,76498.0,77479.0,78026.0,78590.0,78446.0,78141.0,77957.0,77758.0,78033.0,78171.0,78361.0,78573.0,79135.0,79001.0,78505.0,77374.0,77126.0,77580.0,77734.0,77477.0,76883.0,77207.0,77442.0,77487.0,77591.0,78185.0,79216.0,80344.0,81497.0,82222.0,83141.0,84540.0,85631.0,85691.0,85912.0,86552.0,86865.0,86407.0,86104.0,87002.0,86908.0,86887.0,86112.0,86171.0,86123.0,86392.0,86566.0,86610.0,86789.0,87394.0,87425.0,86739.0,86714.0,86688.0,87740.0,87818.0,89040.0,90353.0,91723.0,92609.0,93556.0,94643.0,95878.0,97041.0,97891.0,98556.0,98957.0,99700.0,99821.0,99094.0,98297.0,98187.0,98293.0,98584.0,98874.0,99456.0,100084.0,101198.0,101762.0,102274.0,102394.0,103132.0,103565.0,103722.0,103948.0,103443.0,102697.0,101613.0,101126.0,100426.0,99850.0,99305.0,98778.0,98438.0,98119.0,97372.0,96412.0,95805.0,95993.0,96012.0,95623.0,94987.0,94752.0,94319.0,94059.0,93823.0,94146.0,95070.0,95327.0,95751.0,95502.0,95738.0,95476.0,95025.0,94286.0,93364.0,92643.0,90988.0,89410.0,87422.0,86396.0,84968.0,84559.0,84286.0,84480.0,84891.0,85412.0,86293.0,86582.0,87922.0,88574.0,89593.0,89980.0,90803.0,90813.0,90423.0,90257.0,90116.0,89914.0,89051.0,88715.0,88570.0,89386.0,90254.0,91312.0,92639.0,93299.0,93824.0,94101.0,94867.0,95456.0,96694.0,98142.0,99317.0,99877.0,100084.0,100017.0,99742.0,100319.0,101951.0,102894.0,103502.0,104006.0,105242.0,106136.0,106656.0,106038.0,105428.0,104959.0,104883.0,105178.0,105010.0,105578.0,105446.0,106598.0,107364.0,108020.0,108275.0,109966.0,112529.0,115594.0,117625.0,118409.0,118407.0,118793.0,120586.0,121400.0,121689.0,122281.0,123291.0,124178.0,124162.0,124346.0,125146.0,126396.0,128376.0,129674.0,130567.0,130379.0,129081.0,128303.0,128949.0,130508.0,132287.0,133885.0,135312.0,136813.0,136605.0,137185.0,136685.0,138097.0,139805.0,141691.0,142774.0,143594.0,144219.0,144434.0,144751.0,145105.0,146646.0,147772.0,149629.0,150651.0,152133.0,153088.0,153851.0
92311,78215,Zip,TX,TX,San Antonio,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125746.0,125627.0,124671.0,123416.0,122012.0,121715.0,121780.0,121622.0,121015.0,121397.0,122710.0,125155.0,126923.0,128657.0,130663.0,132420.0,133857.0,134235.0,134309.0,134327.0,134247.0,132993.0,131604.0,129881.0,129703.0,128975.0,129178.0,129285.0,130112.0,129812.0,129777.0,130716.0,133122.0,135153.0,135225.0,133080.0,130185.0,127304.0,124262.0,122483.0,122495.0,124424.0,125568.0,126519.0,127454.0,128603.0,130593.0,133889.0,137861.0,141429.0,144672.0,146991.0,148344.0,149086.0,150567.0,150956.0,150772.0,151831.0,153071.0,154043.0,154731.0,157649.0,161633.0,165311.0,167281.0,168262.0,168657.0,168551.0,166226.0,161960.0,157737.0,156113.0,155915.0,155596.0,154256.0,153332.0,151793.0,151204.0,149401.0,149959.0,152242.0,155155.0,158112.0,158690.0,159032.0,158444.0,158367.0,158408.0,159964.0,161338.0,163815.0,164832.0,165516.0,166311.0,167069.0
