Zip,city,state,metro,county,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
78212,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,950.0,950.0,995.0,1112.5,1200.0,1200.0,1195.0,1295.0,1195.0,995.0,997.5,1000.0,1000.0,1137.5,1087.5,1075.0,1100.0,1150.0,1125.0,1100.0,1100.0,1187.5,1200.0,1200.0,1200.0,1200.0,1250.0,1270.0,1295.0,1272.5,1250.0,1295.0,1200.0,1150.0,1150.0
78215,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.0,2208.5,2208.5,2150.0,2180.0,2180.0,2197.5,2270.0,2270.0,2217.0,2217.0,2280.0,2207.5,2217.0,2180.0,2330.0,2330.0,2600.0,2554.0,2500.0,2600.0,2550.0,2500.0,2500.0,2500.0,2500.0,2500.0,2650.0,2450.0,2481.0,2450.0,2500.0,2515.0,2500.0,2153.0,2217.0
