RegionType,Zip,city,state,metro,CBSATitle,MarketHealthIndex,SellForGain,PrevForeclosed,ForeclosureRatio,ZHVI,MoM,YoY,ForecastYoYPctChange,StockOfREOs,NegativeEquity,Delinquency,DaysOnMarket
Zip,78212,San Antonio,TX,"San Antonio, TX, TX","San Antonio, TX",9.86440222863664,,0.0,0.0,240800.0,0.9643605870020959,17.0636849781235,0.0630647840531562,,,,74.0
