RegionID,Zip,city,county,state,metro,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
92308,78212,San Antonio,Bexar County,TX,San Antonio-New Braunfels,5.23995429223083,4.16902861713193,4.70894681420997,5.26315789473685,5.786163522012581,2.5706940874036004,3.3344451856793396,5.0025012506253095,5.19178440607012,4.28693912546442,5.5047029859226,6.69333333333333,5.53202306627607,6.79320469798658,8.51322894866031,6.31578947368421,6.2921393677580895,4.0,3.6008856437818997,4.904833440637151,4.82743003928607,4.1095890410959,4.25531914893616,4.14242031923411,3.9135305800275,4.37158469945356,3.03214069132808,4.55580865603644,4.836725534150999,3.4334763948497904,3.1578947368421,3.2258064516129,4.18410041841004,3.2141156325163003,3.8251626209741403,3.4482782401935297,3.7174721189591096,5.355529745773651,3.8598839803659097,4.18410041841004,5.11785246617198,4.26693975081072,5.0025012506253095,3.2064128256513102,2.8776978417266204,3.4816071753227003,3.4094882909936297,4.67267554704741,2.85714285714286,4.952380952380951,3.2264516129032303,1.4616698697416202,3.08979055782125,2.25563909774437,4.0,3.00219219047981,4.0,3.62856283273816,2.77777777777778,2.91403593977659,4.0396161584646295,4.5801526717557195,2.0878847112031003,1.69821104485351,3.3225648260949803,2.6521987435751,2.36686390532544,3.65085075482006,2.8759936406995297,3.11421911421911,3.3388981636060096,3.43399482312339,4.0073469141956695,2.97065914298723,2.8688524590163897,3.45231207473153,3.37373975128477,3.59576119508475,4.29493591168408,3.27754516018575,4.01096431546261,3.6789036507253905,2.77932184546971,3.70370370370371,2.70537124802528,2.7075812274368296,2.61264985531212,3.68015414258189,2.7196605921885597,3.20759824933448,3.3574037066284297,3.25921286146779,3.2738028797856895,2.4390243902438997,3.57943625880845,2.45905769715293,3.04347826086957,3.3847147086978797,3.02655771195097,2.92758089368259,3.85995623632385,3.0872412780245204,3.2015319883482496,2.5500910746812404,3.3430845787825203,3.0612244897959195,3.1578947368421,2.7027027027027,3.1695558276319904,2.32932864297639,2.6557680734221,2.94290759270159
