RegionID,Zip,city,county,state,metro,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
92308,78212,San Antonio,Bexar County,TX,San Antonio-New Braunfels,15.841584158415802,13.537117903930099,13.9013452914798,13.333333333333302,15.7894736842105,14.1414141414141,14.6919431279621,13.761467889908301,16.748768472906402,20.5128205128205,20.6896551724138,16.0194174757282,16.759776536312803,15.1351351351351,10.695187165775401,5.42168674698795,13.986013986014,12.5,14.792899408283999,14.705882352941199,16.1849710982659,13.772455089820399,19.393939393939398,15.662650602409599,18.562874251497,17.834394904458602,12.269938650306699,13.422818791946302,12.3188405797101,13.013698630137,10.2564102564103,13.422818791946302,14.0127388535032,17.7304964539007,15.4411764705882,18.181818181818198,19.6078431372549,8.7719298245614,9.52380952380952,9.433962264150939,13.274336283185802,15.1785714285714,12.396694214876002,10.2564102564103,10.7142857142857,20.325203252032498,20.7692307692308,14.598540145985401,16.9491525423729,18.6440677966102,15.2,11.0236220472441,15.0442477876106,12.7118644067797,12.592592592592599,10.377358490566,15.966386554621801,14.4144144144144,16.6666666666667,15.463917525773198,17.7777777777778,17.7215189873418,9.876543209876539,12.8205128205128,22.784810126582304,16.3265306122449,11.2,23.6842105263158,18.5483870967742,25.2032520325203,25.373134328358198,18.4397163120567,22.7941176470588,17.6,18.4210526315789,18.348623853211,21.0526315789474,18.699186991869897,20.979020979021,18.796992481203002,21.09375,20.2898550724638,19.727891156462604,20.2797202797203,25.1798561151079,25.657894736842103,13.422818791946302,13.422818791946302,21.0884353741497,16.1490683229814,15.508021390374301,14.917127071823199,16.5775401069519,22.164948453608197,20.2020202020202,18.5,15.7635467980296,22.335025380710697,23.529411764705895,11.904761904761902,18.9349112426036,15.425531914893599,20.105820105820104,15.8730158730159,20.9424083769633,23.0366492146597,20.618556701030897,17.6470588235294,19.892473118279604,23.9795918367347,20.418848167539302,14.857142857142902
