Zip,city,state,metro,county,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12
78212,San Antonio,TX,San Antonio-New Braunfels,Bexar County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2070404717674799,1.2176724137931,1.12511251125113,1.31,1.2035149632975701,1.19695846009928,1.17213334126323,1.1578449905482,1.1578449905482,1.13808801213961,1.06849884658984,1.06116148948485,1.04166666666667,1.18845500848896,1.22476822587442,1.3314847809948,1.3,1.29991334488735,1.28205128205128,1.2109375,1.1662166485344698,1.11111111111111,1.1696078431372499,1.1754068716094,1.18389897395422,1.1934673366834199,1.2239869676435902,1.33291877909547,1.30814088618657,1.32508833922261,1.31578947368421,1.24555160142349,1.22811970638058,1.30210419503859,1.24521072796935,1.26488095238095
