Zip,city,state,metro,county,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03
98052,Redmond,WA,Seattle,King,,,,,,,,,,,,,,,,,,,,1381.5,1399.0,1375.0,1402.0,1375.0,1395.0,1334.0,1270.0,1332.0,1375.0,1365.0,1325.0,1384.5,1368.0,1455.0,1430.0,1430.0,1410.0,1408.0,1452.5,1480.0,1500.0,1495.0,1474.5,1460.0,1520.0,1595.0,1620.0,1675.0,1561.0,1520.0,1517.5,1503.5,1527.0,1543.0,1552.5,1575.0,1575.0,1594.0,1679.0,1676.0,1672.5,1677.0,1634.0,1637.5,1644.0,1704.0,1753.0,1755.0,1752.5,1730.0,1610.0,1690.0,1650.0,1636.0,1638.0,1657.5,1655.0,1715.0,1751.0,1791.5,1797.5,1813.5,1823.0,1778.0,1762.5,1709.0,1710.0,1640.0,1695.0,1695.0,1764.0
98012,Bothell,WA,Seattle,Snohomish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.5,1366.5,1480.0,1499.0,1524.5,1420.5,1453.5,1440.0,1434.5,1448.0,1392.0,1396.0,1400.0,1448.0,1493.0
98103,Seattle,WA,Seattle,King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.0,1750.0,1745.0,1795.0,1819.0,1592.5,1595.0,1795.0,1896.0,1795.0,1800.0,1850.0,1814.0,1790.0,1806.0,1730.5,1712.0,1600.0,1649.0,1700.0,1750.0,1750.0
98115,Seattle,WA,Seattle,King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,1370.0,1417.5,1449.5,1500.0,1525.0,1650.0,1675.0,1687.5,1656.0,1700.0,1795.0,1700.0,1700.0,1550.0,1700.0,1795.0,1770.0,1600.0,1600.0,1622.5,1629.5,1700.0,1750.0,1750.0,1756.0,1738.0,1767.0,1735.0,1711.0,1627.5,1557.0,1595.0,1755.0,1765.0
98133,Shoreline,WA,Seattle,King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.0,1250.0,1297.0,1300.0,1399.0,1399.0,1450.0,1445.0,1429.0,1395.0,1358.0,1357.0,1350.0,1395.0,1350.0
98122,Seattle,WA,Seattle,King,,,,,,,,,,,,,,,1187.5,1197.5,1200.0,1300.0,1437.5,1495.0,1390.0,1335.0,1350.0,1337.5,1470.0,1500.0,1480.0,1420.0,1380.0,1435.0,1500.0,1475.0,1420.0,1375.0,1395.0,1450.0,1585.0,1495.0,1460.0,1450.0,1450.0,1450.0,1495.0,1630.0,1730.5,1775.0,1767.5,1765.0,1750.0,1732.5,1725.0,1795.0,1770.0,1785.0,1770.0,1815.0,1800.0,1850.0,1825.0,1797.5,1814.0,1814.5,1800.0,1795.0,1777.5,1815.0,1836.0,1850.0,1850.0,1785.0,1855.0,1860.0,1750.0,1800.0,1814.5,1866.0,1814.0,1795.0,1856.0,1850.0,1920.0,1975.0,1997.0,1950.0,1956.0,1950.0,1950.0,1927.5,1925.0,1945.0,1925.0
98208,Seattle Hill-Silver Firs,WA,Seattle,Snohomish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1075.0,1085.0,1149.0,1133.0,1207.0,1195.0,1165.5,1169.0,1183.0,1153.0,1135.0,1129.0,1130.0,1145.0,1219.0
98034,Kirkland,WA,Seattle,King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,1150.0,1208.5,1250.0,1253.5,1306.0,1335.0,1250.0,1335.0,1343.5,1302.0,1351.0,1431.0,1409.0,1426.5,1545.0,1481.5,1453.0,1481.0,1565.0,1491.0,1375.0,1399.0,1497.0,1524.0,1490.0,1473.0,1600.0,1705.0,1577.0,1503.0,1471.5,1525.0,1484.0,1450.0,1446.0,1545.0,1554.0,1643.5,1680.0,1626.5,1649.5,1583.5,1579.0,1528.0,1494.5,1450.0,1518.5,1525.0,1550.0
98125,Seattle,WA,Seattle,King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1336.5,1325.0,1350.0,1334.5,1395.0,1397.5,1405.0,1431.5,1425.0,1395.0,1350.0,1350.0,1380.0,1400.0,1415.0
98109,Seattle,WA,Seattle,King,,,,,,,,,,,,1350.0,1247.5,1115.0,1199.5,1395.0,1395.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1450.0,1475.0,1475.0,1475.0,1483.0,1495.0,1535.0,1572.0,1600.0,1613.0,1645.0,1725.0,1645.0,1654.5,1645.0,1637.0,1675.0,1642.5,1650.0,1700.0,1701.0,1652.0,1792.0,1853.0,1822.5,1785.0,1725.0,1732.5,1676.0,1782.0,1762.5,1803.5,1803.0,1806.0,1861.5,1900.0,1907.0,1897.5,1895.0,1845.0,1824.5,1791.5,1792.5,1961.0,1905.0,2025.0,2113.0,2000.0,2003.0,1940.0,1960.0,1876.0,1895.0,1960.0,2030.0,2083.0,2140.0,2105.0,2135.0,2145.0,2095.0,2160.0,2185.0,2080.0,2090.0,2140.0,2100.0,2090.0
