zipcode,city,SizeRank,1979-03,1979-06,1979-09,1979-12,1980-03,1980-06,1980-09,1980-12,1981-03,1981-06,1981-09,1981-12,1982-03,1982-06,1982-09,1982-12,1983-03,1983-06,1983-09,1983-12,1984-03,1984-06,1984-09,1984-12,1985-03,1985-06,1985-09,1985-12,1986-03,1986-06,1986-09,1986-12,1987-03,1987-06,1987-09,1987-12,1988-03,1988-06,1988-09,1988-12,1989-03,1989-06,1989-09,1989-12,1990-03,1990-06,1990-09,1990-12,1991-03,1991-06,1991-09,1991-12,1992-03,1992-06,1992-09,1992-12,1993-03,1993-06,1993-09,1993-12,1994-03,1994-06,1994-09,1994-12,1995-03,1995-06,1995-09,1995-12,1996-03,1996-06,1996-09,1996-12,1997-03,1997-06,1997-09,1997-12,1998-03,1998-06,1998-09,1998-12,1999-03,1999-06,1999-09,1999-12,2000-03,2000-06,2000-09,2000-12,2001-03,2001-06,2001-09,2001-12,2002-03,2002-06,2002-09,2002-12,2003-03,2003-06,2003-09,2003-12,2004-03,2004-06,2004-09,2004-12,2005-03,2005-06,2005-09,2005-12,2006-03,2006-06,2006-09,2006-12,2007-03,2007-06,2007-09,2007-12,2008-03,2008-06,2008-09,2008-12,2009-03,2009-06,2009-09,2009-12,2010-03,2010-06,2010-09,2010-12,2011-03,2011-06,2011-09,2011-12,2012-03,2012-06,2012-09,2012-12,2013-03,2013-06,2013-09,2013-12,2014-03,2014-06,2014-09,2014-12,2015-03,2015-06,2015-09,2015-12,2016-03,2016-06,2016-09,2016-12,2017-03,2017-06,2017-09,2017-12
394856,"Miami-Fort Lauderdale, FL",8,15675.59,15959.71,16260.67,16520.72,16931.74,17292.86,17586.09,17786.56,18061.96,18293.83,18638.04,18984.94,19302.34,19420.09,19604.84,19745.82,20129.28,20529.75,20951.64,21258.82,21606.57,21975.63,22361.7,22766.18,23166.73,23508.95,23842.54,24252.15,24693.42,25111.56,25503.0,25841.32,26275.77,26737.32,27191.61,27542.71,27935.75,28262.65,28498.32,28641.56,29047.65,29342.23,29594.1,29635.28,29670.06,29627.76,29699.9,29831.36,29989.79,30139.43,30248.69,30305.15,30437.97,30681.14,30901.94,31130.62,31436.3,31669.11,31891.87,32115.18,32359.62,32737.89,32988.51,33153.05,33398.94,33666.47,33932.57,34122.29,34369.17,34646.64,34995.4,35393.74,35808.58,36201.03,36507.72,36650.58,37078.76,37520.29,38229.15,38969.21,39645.81,40292.14,40539.13,40297.61,40427.17,40542.77,40715.6,40572.81,40553.52,40423.92,40271.8,40096.21,39989.79,39924.8,39914.89,39941.92,39942.81,40037.77,40158.31,40478.74,40843.54,41255.87,41664.26,42317.47,42934.85,43573.43,44127.04,44589.02,45342.96,45951.88,46683.32,47302.61,47858.3,48465.79,48703.67,48545.25,48160.59,48079.49,48083.06,48329.86,47695.63,47403.69,46626.6,45751.78,45411.92,45503.75,45699.59,45656.67,45670.75,45672.38,45829.52,46034.95,46031.11,46027.72,46180.25,47096.45,47288.8,47539.49,47192.23,47378.14,47841.65,48453.47,48967.59,49197.41,49502.82,49819.74,50236.15,50789.16,51028.21,51278.73,51472.51,51668.54,51952.71697,52236.893939999994,52521.07091,52805.24788
394855,"Miami, OK",794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
